Submit_ID,SubmitStatus,Sold_in,Brand,Model Number,Family Name,Country,N-Standard,ApplStandard,Width,Height,Depth,Product Class,Availability Status,Product Website,Representative Brand URL,Expiry Date,Suitable for Gas Types,Nominal Gas Consumption (MJ/Hour),Nominal Delivery output (x Litres per min. @ 45°C rise),Comparative Annual Energy Consumption (MJ/Year),Suitable for Solar boosting,Storage Capacity (Litres),Water Heater Type
67219,Approved,New Zealand,Paloma,PH276OFN,PH-27ROFE(1),Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,640.0,235.5,Class 2,Unavailable,,,,"Natural Gas,LPG (NZ)",205.0,16.7,18640.0,True,,Instantaneous
67219,Approved,New Zealand,Paloma,PH-27ROFE(1),PH-27ROFE(1),Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,640.0,235.5,Class 2,Unavailable,,,,"Natural Gas,LPG (NZ)",205.0,16.7,18640.0,True,,Instantaneous
67225,Approved,New Zealand,Paloma,PH272OFL,PH-27ROFE(1),Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,640.0,235.5,Class 2,Unavailable,,,,"Natural Gas,LPG (NZ)",205.0,16.7,18640.0,True,,Instantaneous
67225,Approved,New Zealand,Paloma,PH272OFN,PH-27ROFE(1),Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,640.0,235.5,Class 2,Unavailable,,,,"Natural Gas,LPG (NZ)",205.0,16.7,18640.0,True,,Instantaneous
67225,Approved,New Zealand,Paloma,PH-27ROFE(1),PH-27ROFE(1),Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,640.0,235.5,Class 2,Unavailable,,,,"Natural Gas,LPG (NZ)",205.0,16.7,18640.0,True,,Instantaneous
70662,Approved,New Zealand,RHEEM,874620,874620,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,520.0,160.0,Class 2,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz,2113-02-21,"Natural Gas,LPG (NZ)",153.0,20.0,18674.0,True,,Instantaneous
70662,Approved,New Zealand,RHEEM,874620LFZ,874620,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,520.0,160.0,Class 2,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz,2113-02-21,"Natural Gas,LPG (NZ)",153.0,20.0,18674.0,True,,Instantaneous
70662,Approved,New Zealand,RHEEM,874620NFZ,874620,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,520.0,160.0,Class 2,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz,2113-02-21,"Natural Gas,LPG (NZ)",153.0,20.0,18674.0,True,,Instantaneous
70675,Approved,New Zealand,RHEEM,874616,874616,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,520.0,160.0,Class 2,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz,2113-02-21,"Natural Gas,LPG (NZ)",126.0,16.0,18222.0,False,,Instantaneous
70675,Approved,New Zealand,RHEEM,874616LFZ,874616,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,520.0,160.0,Class 2,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz,2113-02-21,"Natural Gas,LPG (NZ)",126.0,16.0,18222.0,False,,Instantaneous
70675,Approved,New Zealand,RHEEM,874616NFZ,874616,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,520.0,160.0,Class 2,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz,2113-02-21,"Natural Gas,LPG (NZ)",126.0,16.0,18222.0,False,,Instantaneous
72477,Approved,"Australia,Fiji,New Zealand",Chromagen,T20,,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,350.0,520.0,170.0,Class 2,Unavailable,http://www.chromagen.com.au/,http://www.chromagen.com.au/,2023-09-18,"Natural Gas,LPG (NZ)",160.0,20.0,19382.0,True,0.0,Instantaneous
73614,Approved,"Australia,Fiji,New Zealand",Chromagen,T26,,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,350.0,520.0,215.0,Class 2,Unavailable,http://www.chromagen.com.au/,http://www.chromagen.com.au/,2022-10-19,"Natural Gas,LPG (NZ)",195.0,26.0,20205.0,True,0.0,Instantaneous
73730,Approved,New Zealand,RHEEM,874627,874627,New Zealand,AS 4552:2005,AS/NZS 4552.2:2010,350.0,640.0,235.5,Class 2,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz,2113-07-30,"Natural Gas,LPG (AUS)",199.0,16.0,18640.0,True,,Instantaneous
73730,Approved,New Zealand,RHEEM,874627LPZ,874627,New Zealand,AS 4552:2005,AS/NZS 4552.2:2010,350.0,640.0,235.5,Class 2,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz,2113-07-30,"Natural Gas,LPG (AUS)",199.0,16.0,18640.0,True,,Instantaneous
73730,Approved,New Zealand,RHEEM,874627NFZ,874627,New Zealand,AS 4552:2005,AS/NZS 4552.2:2010,350.0,640.0,235.5,Class 2,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz,2113-07-30,"Natural Gas,LPG (AUS)",199.0,16.0,18640.0,True,,Instantaneous
73732,Approved,New Zealand,RHEEM,872627,872627,New Zealand,AS 4552:2005,AS/NZS 4552.2:2010,350.0,640.0,235.5,Class 2,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz,2113-07-30,"Natural Gas,LPG (AUS)",199.0,16.0,18640.0,True,,Instantaneous
73732,Approved,New Zealand,RHEEM,872627LPZ,872627,New Zealand,AS 4552:2005,AS/NZS 4552.2:2010,350.0,640.0,235.5,Class 2,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz,2113-07-30,"Natural Gas,LPG (AUS)",199.0,16.0,18640.0,True,,Instantaneous
73732,Approved,New Zealand,RHEEM,872627NFZ,872627,New Zealand,AS 4552:2005,AS/NZS 4552.2:2010,350.0,640.0,235.5,Class 2,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz,2113-07-30,"Natural Gas,LPG (AUS)",199.0,16.0,18640.0,True,,Instantaneous
73734,Approved,New Zealand,RHEEM,864627,864627,New Zealand,AS 4552:2005,AS/NZS 4552.2:2010,350.0,650.0,250.0,Class 2,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz,2113-07-30,"Natural Gas,LPG (AUS)",199.0,16.0,18669.0,True,,Instantaneous
73734,Approved,New Zealand,RHEEM,864627LPZ,864627,New Zealand,AS 4552:2005,AS/NZS 4552.2:2010,350.0,650.0,250.0,Class 2,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz,2113-07-30,"Natural Gas,LPG (AUS)",199.0,16.0,18669.0,True,,Instantaneous
73734,Approved,New Zealand,RHEEM,864627NFZ,864627,New Zealand,AS 4552:2005,AS/NZS 4552.2:2010,350.0,650.0,250.0,Class 2,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz,2113-07-30,"Natural Gas,LPG (AUS)",199.0,16.0,18669.0,True,,Instantaneous
73737,Approved,New Zealand,RHEEM,862627,862627,New Zealand,AS 4552:2005,AS/NZS 4552.2:2010,350.0,650.0,250.0,Class 2,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz,2113-07-30,"Natural Gas,LPG (AUS)",199.0,16.0,18669.0,True,,Instantaneous
73737,Approved,New Zealand,RHEEM,862627LPZ,862627,New Zealand,AS 4552:2005,AS/NZS 4552.2:2010,350.0,650.0,250.0,Class 2,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz,2113-07-30,"Natural Gas,LPG (AUS)",199.0,16.0,18669.0,True,,Instantaneous
73737,Approved,New Zealand,RHEEM,862627NFZ,862627,New Zealand,AS 4552:2005,AS/NZS 4552.2:2010,350.0,650.0,250.0,Class 2,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz,2113-07-30,"Natural Gas,LPG (AUS)",199.0,16.0,18669.0,True,,Instantaneous
74176,Approved,"Australia,New Zealand",Robert Bosch,Bosch Professional Plus,Bosch Professional Plus,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,600.0,170.0,Class 2,Unavailable,,http://www.bosch-climate.com.au/,2113-08-14,"Natural Gas,LPG (AUS),LPG (NZ)",200.0,26.0,19730.0,True,,Instantaneous
74176,Approved,"Australia,New Zealand",Robert Bosch,YP2670RAHPLP,Bosch Professional Plus,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,600.0,170.0,Class 2,Unavailable,,http://www.bosch-climate.com.au/,2113-08-14,"Natural Gas,LPG (AUS),LPG (NZ)",200.0,26.0,19730.0,True,,Instantaneous
74176,Approved,"Australia,New Zealand",Robert Bosch,YP2670RAHPNG,Bosch Professional Plus,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,600.0,170.0,Class 2,Unavailable,,http://www.bosch-climate.com.au/,2113-08-14,"Natural Gas,LPG (AUS),LPG (NZ)",200.0,26.0,19730.0,True,,Instantaneous
76258,Approved,"Australia,New Zealand",Robert Bosch,Bosch Compact Ci10,Bosch Compact Ci10,China,AS 4552:2005,AS/NZS 4552.2:2010,310.0,580.0,220.0,Class 2,Unavailable,,http://www.bosch-climate.com.au/,2113-10-18,"Natural Gas,LPG (AUS),LPG (NZ)",79.0,10.0,20222.0,False,,Instantaneous
76258,Approved,"Australia,New Zealand",Robert Bosch,GWH10-2GLP,Bosch Compact Ci10,China,AS 4552:2005,AS/NZS 4552.2:2010,310.0,580.0,220.0,Class 2,Unavailable,,http://www.bosch-climate.com.au/,2113-10-18,"Natural Gas,LPG (AUS),LPG (NZ)",79.0,10.0,20222.0,False,,Instantaneous
76258,Approved,"Australia,New Zealand",Robert Bosch,GWH10-2GNG,Bosch Compact Ci10,China,AS 4552:2005,AS/NZS 4552.2:2010,310.0,580.0,220.0,Class 2,Unavailable,,http://www.bosch-climate.com.au/,2113-10-18,"Natural Gas,LPG (AUS),LPG (NZ)",79.0,10.0,20222.0,False,,Instantaneous
76260,Approved,"Australia,New Zealand",Robert Bosch,Bosch Compact Ci13,Bosch Compact Ci13,China,AS 4552:2005,AS/NZS 4552.2:2010,350.0,655.0,220.0,Class 2,Unavailable,,http://www.bosch-climate.com.au/,2113-10-18,"Natural Gas,LPG (AUS),LPG (NZ)",100.0,13.0,21688.0,False,,Instantaneous
76260,Approved,"Australia,New Zealand",Robert Bosch,GWH13-2GLP,Bosch Compact Ci13,China,AS 4552:2005,AS/NZS 4552.2:2010,350.0,655.0,220.0,Class 2,Unavailable,,http://www.bosch-climate.com.au/,2113-10-18,"Natural Gas,LPG (AUS),LPG (NZ)",100.0,13.0,21688.0,False,,Instantaneous
76260,Approved,"Australia,New Zealand",Robert Bosch,GWH13-2GNG,Bosch Compact Ci13,China,AS 4552:2005,AS/NZS 4552.2:2010,350.0,655.0,220.0,Class 2,Unavailable,,http://www.bosch-climate.com.au/,2113-10-18,"Natural Gas,LPG (AUS),LPG (NZ)",100.0,13.0,21688.0,False,,Instantaneous
76261,Approved,"Australia,New Zealand",Robert Bosch,Bosch Compact Ci16,Bosch Compact Ci16,China,AS 4552:2005,AS/NZS 4552.2:2010,425.0,655.0,220.0,Class 2,Unavailable,,http://www.bosch-climate.com.au/,2113-10-18,"Natural Gas,LPG (AUS),LPG (NZ)",127.0,16.0,21600.0,False,,Instantaneous
76261,Approved,"Australia,New Zealand",Robert Bosch,GWH16-2GLP,Bosch Compact Ci16,China,AS 4552:2005,AS/NZS 4552.2:2010,425.0,655.0,220.0,Class 2,Unavailable,,http://www.bosch-climate.com.au/,2113-10-18,"Natural Gas,LPG (AUS),LPG (NZ)",127.0,16.0,21600.0,False,,Instantaneous
76261,Approved,"Australia,New Zealand",Robert Bosch,GWH16-2GNG,Bosch Compact Ci16,China,AS 4552:2005,AS/NZS 4552.2:2010,425.0,655.0,220.0,Class 2,Unavailable,,http://www.bosch-climate.com.au/,2113-10-18,"Natural Gas,LPG (AUS),LPG (NZ)",127.0,16.0,21600.0,False,,Instantaneous
85728,Approved,"Australia,Fiji,New Zealand",Challenger,16 Litre,,China,AS 4552:2005,AS/NZS 4552.2:2010,,,,Class 2,Available,http://www.challengeyachts.com/,,2115-09-25,LPG (NZ),111.42,16.0,20244.1,False,0.0,Instantaneous
93379,Approved,Australia,RINNAI,GHF4170L,,China,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,420.0,1915.0,508.0,,Unavailable,http://www.rinnai.com.au/,http://www.rinnai.com.au,2021-03-01,Propane,19.5,0.0,22800.0,,170.0,Storage
93541,Approved,"Australia,Fiji,New Zealand",Challenger,5 Litre Water Heater,,China,AS 4552:2005,AS/NZS 4552.2:2010,,,,Class 2,Available,http://www.challengeyachts.com/,,2115-09-28,LPG (NZ),36.0,5.0,19310.6,False,0.0,Instantaneous
93543,Approved,"Australia,Fiji,New Zealand",Challenger,20Litre Water Heater,,China,AS 4552:2005,AS/NZS 4552.2:2010,,,,Class 2,Available,http://www.challengeyachts.com/,,2115-09-28,LPG (NZ),144.0,20.0,20435.4,False,0.0,Instantaneous
93557,Approved,"Australia,Fiji,New Zealand",Challenger,6Litre Water Heater,,China,AS 4552:2005,AS/NZS 4552.2:2010,,,,Class 2,Available,http://www.challengeyachts.com/,,2115-09-29,LPG (NZ),44.0,6.0,19119.3,False,0.0,Instantaneous
93570,Approved,"Australia,Fiji,New Zealand",Challenger,7Litre Water Heater,,China,AS 4552:2005,AS/NZS 4552.2:2010,,,,Class 2,Available,http://www.challengeyachts.com/,,2115-10-01,LPG (NZ),50.0,7.0,18487.4,False,0.0,Instantaneous
93596,Approved,"Australia,Fiji,New Zealand",Challenger,10litre Water Heater,,China,AS 4552:2005,AS/NZS 4552.2:2010,,,,Class 2,Available,http://www.challengeyachts.com/,,2115-10-01,LPG (NZ),72.0,10.0,19693.2,False,0.0,Instantaneous
93626,Approved,"Australia,Fiji,New Zealand",Challenger,8litre Water Heater,,China,AS 4552:2005,AS/NZS 4552.2:2010,,,,Class 2,Available,http://www.challengeyachts.com/,,2115-10-02,LPG (NZ),56.0,8.0,19501.9,False,0.0,Instantaneous
96058,Approved,"Australia,New Zealand",Dux,17ENB,17ENB,"China,Japan",AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,350.0,520.0,170.0,Class 2,Available,https://www.noritzglobal.com/,http://dux.com.au/,2021-01-27,"Natural Gas,LPG (AUS)",125.5,17.0,18807.0,False,0.0,Instantaneous
96058,Approved,"Australia,New Zealand",Dux,17ENB5L,17ENB,"China,Japan",AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,350.0,520.0,170.0,Class 2,Available,https://www.noritzglobal.com/,http://dux.com.au/,2021-01-27,"Natural Gas,LPG (AUS)",125.5,17.0,18807.0,False,0.0,Instantaneous
96058,Approved,"Australia,New Zealand",Dux,17ENB5N,17ENB,"China,Japan",AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,350.0,520.0,170.0,Class 2,Available,https://www.noritzglobal.com/,http://dux.com.au/,2021-01-27,"Natural Gas,LPG (AUS)",125.5,17.0,18807.0,False,0.0,Instantaneous
96058,Approved,"Australia,New Zealand",Dux,17ENB6L,17ENB,"China,Japan",AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,350.0,520.0,170.0,Class 2,Available,https://www.noritzglobal.com/,http://dux.com.au/,2021-01-27,"Natural Gas,LPG (AUS)",125.5,17.0,18807.0,False,0.0,Instantaneous
96058,Approved,"Australia,New Zealand",Dux,17ENB6N,17ENB,"China,Japan",AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,350.0,520.0,170.0,Class 2,Available,https://www.noritzglobal.com/,http://dux.com.au/,2021-01-27,"Natural Gas,LPG (AUS)",125.5,17.0,18807.0,False,0.0,Instantaneous
96090,Approved,"Australia,New Zealand",Dux,21ENB,21ENB,"China,Japan",AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,350.0,520.0,170.0,Class 2,Available,https://www.noritzglobal.com/,http://dux.com.au/,2021-01-27,"Natural Gas,LPG (AUS)",159.0,21.0,18498.0,False,0.0,Instantaneous
96090,Approved,"Australia,New Zealand",Dux,21ENB5L,21ENB,"China,Japan",AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,350.0,520.0,170.0,Class 2,Available,https://www.noritzglobal.com/,http://dux.com.au/,2021-01-27,"Natural Gas,LPG (AUS)",159.0,21.0,18498.0,False,0.0,Instantaneous
96090,Approved,"Australia,New Zealand",Dux,21ENB5N,21ENB,"China,Japan",AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,350.0,520.0,170.0,Class 2,Available,https://www.noritzglobal.com/,http://dux.com.au/,2021-01-27,"Natural Gas,LPG (AUS)",159.0,21.0,18498.0,False,0.0,Instantaneous
96090,Approved,"Australia,New Zealand",Dux,21ENB6L,21ENB,"China,Japan",AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,350.0,520.0,170.0,Class 2,Available,https://www.noritzglobal.com/,http://dux.com.au/,2021-01-27,"Natural Gas,LPG (AUS)",159.0,21.0,18498.0,False,0.0,Instantaneous
96090,Approved,"Australia,New Zealand",Dux,21ENB6N,21ENB,"China,Japan",AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,350.0,520.0,170.0,Class 2,Available,https://www.noritzglobal.com/,http://dux.com.au/,2021-01-27,"Natural Gas,LPG (AUS)",159.0,21.0,18498.0,False,0.0,Instantaneous
96253,Approved,"Australia,New Zealand",Dux,21ECB,21ECB,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,350.0,520.0,170.0,Class 2,Available,https://www.noritzglobal.com/,http://dux.com.au/,2021-02-03,"Natural Gas,LPG (AUS)",145.0,21.0,17437.0,False,0.0,Instantaneous
96253,Approved,"Australia,New Zealand",Dux,21ECB5L,21ECB,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,350.0,520.0,170.0,Class 2,Available,https://www.noritzglobal.com/,http://dux.com.au/,2021-02-03,"Natural Gas,LPG (AUS)",145.0,21.0,17437.0,False,0.0,Instantaneous
96253,Approved,"Australia,New Zealand",Dux,21ECB5N,21ECB,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,350.0,520.0,170.0,Class 2,Available,https://www.noritzglobal.com/,http://dux.com.au/,2021-02-03,"Natural Gas,LPG (AUS)",145.0,21.0,17437.0,False,0.0,Instantaneous
96253,Approved,"Australia,New Zealand",Dux,21ECB6L,21ECB,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,350.0,520.0,170.0,Class 2,Available,https://www.noritzglobal.com/,http://dux.com.au/,2021-02-03,"Natural Gas,LPG (AUS)",145.0,21.0,17437.0,False,0.0,Instantaneous
96253,Approved,"Australia,New Zealand",Dux,21ECB6N,21ECB,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,350.0,520.0,170.0,Class 2,Available,https://www.noritzglobal.com/,http://dux.com.au/,2021-02-03,"Natural Gas,LPG (AUS)",145.0,21.0,17437.0,False,0.0,Instantaneous
96255,Approved,"Australia,New Zealand",Dux,26ECB,26ECB,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,350.0,520.0,170.0,Class 2,Available,https://www.noritzglobal.com/,http://dux.com.au/,2021-02-03,"Natural Gas,LPG (AUS)",185.0,26.0,17855.0,False,0.0,Instantaneous
96255,Approved,"Australia,New Zealand",Dux,26ECB5L,26ECB,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,350.0,520.0,170.0,Class 2,Available,https://www.noritzglobal.com/,http://dux.com.au/,2021-02-03,"Natural Gas,LPG (AUS)",185.0,26.0,17855.0,False,0.0,Instantaneous
96255,Approved,"Australia,New Zealand",Dux,26ECB5N,26ECB,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,350.0,520.0,170.0,Class 2,Available,https://www.noritzglobal.com/,http://dux.com.au/,2021-02-03,"Natural Gas,LPG (AUS)",185.0,26.0,17855.0,False,0.0,Instantaneous
96255,Approved,"Australia,New Zealand",Dux,26ECB6L,26ECB,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,350.0,520.0,170.0,Class 2,Available,https://www.noritzglobal.com/,http://dux.com.au/,2021-02-03,"Natural Gas,LPG (AUS)",185.0,26.0,17855.0,False,0.0,Instantaneous
96255,Approved,"Australia,New Zealand",Dux,26ECB6N,26ECB,Japan,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,350.0,520.0,170.0,Class 2,Available,https://www.noritzglobal.com/,http://dux.com.au/,2021-02-03,"Natural Gas,LPG (AUS)",185.0,26.0,17855.0,False,0.0,Instantaneous
97883,Approved,"Australia,New Zealand",Dux,26ENA,26ENA,"China,Japan",AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,350.0,600.0,170.0,Class 2,Available,https://www.noritzglobal.com/,http://dux.com.au/,2021-04-14,"Natural Gas,LPG (AUS)",200.0,26.0,18666.0,False,0.0,Instantaneous
97883,Approved,"Australia,New Zealand",Dux,26ENA5L,26ENA,"China,Japan",AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,350.0,600.0,170.0,Class 2,Available,https://www.noritzglobal.com/,http://dux.com.au/,2021-04-14,"Natural Gas,LPG (AUS)",200.0,26.0,18666.0,False,0.0,Instantaneous
97883,Approved,"Australia,New Zealand",Dux,26ENA5N,26ENA,"China,Japan",AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,350.0,600.0,170.0,Class 2,Available,https://www.noritzglobal.com/,http://dux.com.au/,2021-04-14,"Natural Gas,LPG (AUS)",200.0,26.0,18666.0,False,0.0,Instantaneous
97883,Approved,"Australia,New Zealand",Dux,26ENA6L,26ENA,"China,Japan",AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,350.0,600.0,170.0,Class 2,Available,https://www.noritzglobal.com/,http://dux.com.au/,2021-04-14,"Natural Gas,LPG (AUS)",200.0,26.0,18666.0,False,0.0,Instantaneous
97883,Approved,"Australia,New Zealand",Dux,26ENA6N,26ENA,"China,Japan",AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,350.0,600.0,170.0,Class 2,Available,https://www.noritzglobal.com/,http://dux.com.au/,2021-04-14,"Natural Gas,LPG (AUS)",200.0,26.0,18666.0,False,0.0,Instantaneous
98826,Approved,Australia,Everhot,2AG390N0,Everhot External Storage Water Heater,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 1,Available,,,2021-05-16,Natural Gas,40.0,0.0,20631.0,,150.0,Storage
98826,Approved,Australia,Everhot,2AG450N0,Everhot External Storage Water Heater,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 1,Available,,,2021-05-16,Natural Gas,40.0,0.0,20631.0,,150.0,Storage
98826,Approved,Australia,Everhot,Everhot External Storage Water Heater,Everhot External Storage Water Heater,Australia,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,,,,Class 1,Available,,,2021-05-16,Natural Gas,40.0,0.0,20631.0,,150.0,Storage
99420,Approved,"Australia,New Zealand",Robert Bosch,7716500384,OptiFlow 16L,,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,344.0,524.0,170.0,Class 2,Available,,http://www.bosch-climate.com.au/,2021-06-22,"Natural Gas,LPG (AUS)",122.0,16.0,18870.0,True,0.0,Instantaneous
99420,Approved,"Australia,New Zealand",Robert Bosch,7716500385,OptiFlow 16L,,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,344.0,524.0,170.0,Class 2,Available,,http://www.bosch-climate.com.au/,2021-06-22,"Natural Gas,LPG (AUS)",122.0,16.0,18870.0,True,0.0,Instantaneous
99420,Approved,"Australia,New Zealand",Robert Bosch,7716500386,OptiFlow 16L,,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,344.0,524.0,170.0,Class 2,Available,,http://www.bosch-climate.com.au/,2021-06-22,"Natural Gas,LPG (AUS)",122.0,16.0,18870.0,True,0.0,Instantaneous
99420,Approved,"Australia,New Zealand",Robert Bosch,7716500387,OptiFlow 16L,,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,344.0,524.0,170.0,Class 2,Available,,http://www.bosch-climate.com.au/,2021-06-22,"Natural Gas,LPG (AUS)",122.0,16.0,18870.0,True,0.0,Instantaneous
99420,Approved,"Australia,New Zealand",Robert Bosch,7736503235,OptiFlow 16L,,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,344.0,524.0,170.0,Class 2,Available,,http://www.bosch-climate.com.au/,2021-06-22,"Natural Gas,LPG (AUS)",122.0,16.0,18870.0,True,0.0,Instantaneous
99420,Approved,"Australia,New Zealand",Robert Bosch,7736503236,OptiFlow 16L,,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,344.0,524.0,170.0,Class 2,Available,,http://www.bosch-climate.com.au/,2021-06-22,"Natural Gas,LPG (AUS)",122.0,16.0,18870.0,True,0.0,Instantaneous
99420,Approved,"Australia,New Zealand",Robert Bosch,7736503237,OptiFlow 16L,,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,344.0,524.0,170.0,Class 2,Available,,http://www.bosch-climate.com.au/,2021-06-22,"Natural Gas,LPG (AUS)",122.0,16.0,18870.0,True,0.0,Instantaneous
99420,Approved,"Australia,New Zealand",Robert Bosch,7736503238,OptiFlow 16L,,AS 4552:2005,Greenhouse and Energy Minimum Standards (Gas water heaters) Determination 2017,344.0,524.0,170.0,Class 2,Available,,http://www.bosch-climate.com.au/,2021-06-22,"Natural Gas,LPG (AUS)",122.0,16.0,18870.0,True,0.0,Instantaneous
