ApplStandard,Brand,Cap,Cap (Second Drum),CEC Cold,CEC Cold (Second Drum),CEC_,CEC_ (Second Drum),Cold Prog,Cold Prog (Second Drum),Cold Wat Cons,Cold Wat Cons (Second Drum),Combination,Combination (Second Drum),Conn_Mode,Conn_Mode (Second Drum),Country,delayStartMode,delayStartMode (Second Drum),Depth,Depth (Second Drum),DetergentType,DetergentType (Second Drum),Height,Height (Second Drum),Hot Wat Cons,Hot Wat Cons (Second Drum),internal_heater,internal_heater (Second Drum),Loading,Loading (Second Drum),MachineAction,MachineAction (Second Drum),Model No,Family Name,N-Standard,New SRI,New SRI (Second Drum),New Star,New Star (Second Drum),postProgenergy,postProgenergy (Second Drum),powerConsMode,powerConsMode (Second Drum),Prog Name,Prog Name (Second Drum),Sold_in,standbyPowerUsage,standbyPowerUsage (Second Drum),Submit_ID,SubmitStatus,Test Prog Time,Test Prog Time (Second Drum),Tot Wat Cons,Tot Wat Cons (Second Drum),Type,Type (Second Drum),WEI,WEI (Second Drum),Width,Width (Second Drum),ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Program Time,Program Time (Second Drum),Hot Water (L),Hot Water (L) (Second Drum),Cold Water (L),Cold Water (L) (Second Drum),Star Rating (old),Star Image Large,Star Image Large (Second Drum),Star Image Small,Star Image Small (Second Drum),Registration Number
AS/NZS 2040.2:2005 (Legacy),FISHER & PAYKEL,6.5,,66,,562,,,,62.0,,False,,Dual,,New Zealand,True,,,,Non Drum,,,,29.0,,No,,Top,,Agitator,,MW612,,AS/NZS 2040.1:2005/Amdt 3:2010,2.02591,,2.0,,0.001,,1.2,,"Regular, High, Warm, Eco",,"Australia,New Zealand",0.0,,36431,Approved,44.0,,92.0,,Non-Drum,,0.65,,,,,,Single product class,Unavailable,,,45.0,,92.0,,92.0,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,,ZCW0037
AS/NZS 2040.2:2005 (Legacy),FISHER & PAYKEL,6.5,,66,,562,,,,62.0,,False,,Dual,,New Zealand,True,,,,Non Drum,,,,29.0,,No,,Top,,Agitator,,WA65T60M*,,AS/NZS 2040.1:2005/Amdt 3:2010,2.02591,,2.0,,0.001,,1.2,,"Regular, High, Warm, Eco",,"Australia,New Zealand",0.0,,36431,Approved,44.0,,92.0,,Non-Drum,,0.65,,,,,,Single product class,Unavailable,,,45.0,,92.0,,92.0,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,,ZCW0037
AS/NZS 2040.2:2005 (Legacy),FISHER & PAYKEL,5.5,,55,,464,,,,49.0,,False,,Dual,,New Zealand,True,,,,Non Drum,,,,24.0,,No,,Top,,Agitator,,MW512,,AS/NZS 2040.1:2005/Amdt 3:2010,2.07383,,2.0,,0.001,,1.2,,"Regular, High, Warm, Eco",,"Australia,New Zealand",0.0,,36433,Approved,45.0,,73.0,,Non-Drum,,0.67,,,,,,Single product class,Unavailable,,,45.0,,73.0,,73.0,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,,ZCW0035
AS/NZS 2040.2:2005 (Legacy),FISHER & PAYKEL,5.5,,55,,464,,,,49.0,,False,,Dual,,New Zealand,True,,,,Non Drum,,,,24.0,,No,,Top,,Agitator,,WA55T56M*,,AS/NZS 2040.1:2005/Amdt 3:2010,2.07383,,2.0,,0.001,,1.2,,"Regular, High, Warm, Eco",,"Australia,New Zealand",0.0,,36433,Approved,45.0,,73.0,,Non-Drum,,0.67,,,,,,Single product class,Unavailable,,,45.0,,73.0,,73.0,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,,ZCW0035
AS/NZS 2040.2:2005 (Legacy),DAEWOO,6.5,,72,,593,,"Warm Wash, Water Level High, Fuzzy",,101.64,,False,,Dual,,South Korea,True,,643.0,,Non Drum,,956.0,,29.5,,No,,Top,,Impeller,,DWF-901,,AS/NZS 2040.1:2005/Amdt 3:2010,1.685,,1.5,,0.0,,1.2,,"Warm Wash, Water Level High, Fuzzy",,New Zealand,0.44,,36495,Approved,62.18,,131.13,,Non-Drum,,0.869,,598.0,,,,Single product class,Unavailable,,,62.18,,131.13,,131.13,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,,ZCW0036
AS/NZS 2040.2:2005 (Legacy),SMEG,6.5,,,,1045,,N/A,,96.0,,False,,Dual,,Chile,False,,,,Drum,,,,58.0,,No,,Top,,Impeller,,SM650EL,,AS/NZS 2040.1:2005/Amdt 3:2010,0.29,,1.0,,0.0,,2.2,,NORMAL,,New Zealand,2.2,,37568,Approved,64.0,,154.0,,Non-Drum,,0.78,,,,,,Single product class,Unavailable,http://www.applico.co.nz/,,64.0,,154.0,,96.0,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png,,ZCW0039
AS/NZS 2040.2:2005 (Legacy),SMEG,6.5,,,,1066,,,,94.0,,False,,Dual,,Chile,True,,,,Drum,,,,58.0,,No,,Top,,Agitator,,SM650FZ,,AS/NZS 2040.1:2005/Amdt 3:2010,0.22,,1.0,,0.0,,3.33,,NORMAL,,New Zealand,3.33,,37569,Approved,62.0,,153.0,,Non-Drum,,0.81,,,,,,Single product class,Unavailable,http://www.applico.co.nz/,,62.0,,153.0,,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png,,ZCW0038
AS/NZS 2040.2:2005 (Legacy),ELBA,5.5,,67,,549,,"Normal, Soak, High, Cold",,119.34,,False,,Dual,,China,True,,,,Non Drum,,,,27.46,,No,,Top,,Agitator,,WA55T57W1,,AS/NZS 2040.1:2005/Amdt 3:2010,1.56132,,1.5,,0.0,,0.0,,"Normal, High, Warm",,"Australia,New Zealand",0.0,,39325,Approved,56.0,,146.81,,Non-Drum,,0.83,,,,,,Single product class,Unavailable,,,56.0,,147.0,,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,,ZCW0040
AS/NZS 2040.2:2005 (Legacy),TUSCANY,6,,89,,551,,"Normal, water level 8,",,109.74,,False,,Dual,,China,True,,575.0,,Non Drum,,895.0,,26.47,,No,,Top,,Impeller,,TWMTL6,,AS/NZS 2040.1:2005/Amdt 3:2010,1.733267,,1.5,,0.5,,1.06,,"Normal, water level 8, warm temperature",,New Zealand,0.0,,42805,Approved,80.0,,136.21,,Non-Drum,,0.802,,560.0,,,,Single product class,Unavailable,,,80.0,,138.0,,138.0,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,,ZCW0041
AS/NZS 2040.2:2005 (Legacy),TRIESTE,6,,,,443,,,,124.0,,False,,Dual,,China,False,,,,Non Drum,,,,22.0,,No,,Top,,Agitator,,TR-XQB60-560,,AS/NZS 2040.1:2005/Amdt 3:2010,2.17277,,2.0,,0.0,,0.0,,Normal High Water Level,,New Zealand,0.0,,44894,Approved,60.0,,146.0,,Non-Drum,,0.88,,,,,,Single product class,Unavailable,,,60.0,,22.0,,124.0,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,,ZCW0042
AS/NZS 2040.2:2005 (Legacy),CLASSIQUE,6,,,,947,,,,93.8,,False,,Hot,,Chile,False,,,,Non Drum,,,,52.5,,No,,Top,,Impeller,,CL6EL,,AS/NZS 2040.1:2005/Amdt 3:2010,0.38,,1.0,,0.0,,2.26,,confirmed,,New Zealand,2.3,,46110,Approved,60.0,,146.3,,Non-Drum,,0.71,,,,,,Single product class,Unavailable,http://www.applico.co.nz/,http://www.applico.co.nz/,60.0,,145.0,,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png,,ZCW0043
AS/NZS 2040.2:2005 (Legacy),AWARD,8,,,,302,,,,63.8,,False,,Cold,,Turkey,True,,600.0,,Drum,,850.0,,0.0,,Yes on the warm wash program only,,Front,,Drum,,CW814,,AS/NZS 2040.1:2005/Amdt 3:2010,4.0908,,4.0,,0.798,,1.32,,ECONOMY 40 DEGREES,,New Zealand,0.66,,49876,Approved,210.0,,63.8,,Drum,,0.55882,,600.0,,,,Single product class,Unavailable,http://www.vestelinternational.com,http://www.awardappliances.co.nz,210.0,,63.0,,63.0,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ZCW0045
AS/NZS 2040.2:2005 (Legacy),ASKO,7,,,,180,,,,59.3,,False,,Cold,,Sweden,True,,595.0,,Drum,,850.0,,0.0,,Yes on the warm wash program only,,Front,,Drum,,W6444,,AS/NZS 2040.1:2005/Amdt 3:2010,5.03,,5.0,,0.21,,0.28,,NORMAL 40 degree,,New Zealand,0.28,,56327,Approved,186.0,,59.3,,Drum,,0.49,,595.0,,,,Single product class,Unavailable,,http://www.asko.org.nz,186.0,,60.0,,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ZCW0046
AS/NZS 2040.2:2005 (Legacy),ASKO,7,,,,180,,,,59.3,,False,,Cold,,Sweden,True,,595.0,,Drum,,850.0,,0.0,,Yes on the warm wash program only,,Front,,Drum,,W6564,,AS/NZS 2040.1:2005/Amdt 3:2010,5.03,,5.0,,0.21,,0.28,,NORMAL 40 degree,,New Zealand,0.28,,56327,Approved,186.0,,59.3,,Drum,,0.49,,595.0,,,,Single product class,Unavailable,,http://www.asko.org.nz,186.0,,60.0,,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ZCW0046
AS/NZS 2040.2:2005 (Legacy),ASKO,7,,,,180,,,,59.3,,False,,Cold,,Sweden,True,,595.0,,Drum,,850.0,,0.0,,Yes on the warm wash program only,,Front,,Drum,,W6984,,AS/NZS 2040.1:2005/Amdt 3:2010,5.03,,5.0,,0.21,,0.28,,NORMAL 40 degree,,New Zealand,0.28,,56327,Approved,186.0,,59.3,,Drum,,0.49,,595.0,,,,Single product class,Unavailable,,http://www.asko.org.nz,186.0,,60.0,,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ZCW0046
AS/NZS 2040.2:2005 (Legacy),TRIESTE,8.5,,,,675,,N.A.,,150.39,,False,,Dual,,China,True,,,,Non Drum,,,,35.06,,No,,Top,,Agitator,,TRXQB 90-8805,,AS/NZS 2040.1:2005/Amdt 3:2010,2.051,,2.0,,0.0,,1.249,,Water temp: Hot & cold; remaining default settings (Program: Fuzzy;   Water level: 16;    Rinse: 2;  Time: 84 minits;  Function: Wash; rinse; spin),,New Zealand,1.251,,56346,Approved,92.0,,185.45,,Non-Drum,,0.83,,,,,,Single product class,Unavailable,,,92.0,,185.45,,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,,ZCW0047
AS/NZS 2040.2:2005 (Legacy),ASKO,7,,,,180,,NORMAL 40 DEGREE,,60.0,,False,,Cold,,Sweden,True,,595.0,,Drum,,850.0,,0.0,,Yes on the warm wash program only,,Front,,Drum,,W6884,,AS/NZS 2040.1:2005/Amdt 3:2010,5.03,,5.0,,0.21,,0.28,,NORMAL 40 DEGREE,,New Zealand,0.28,,57810,Approved,186.0,,60.0,,Drum,,0.49,,595.0,,,,Single product class,Unavailable,,http://www.asko.org.nz,186.0,,60.0,,60.0,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ZCW0048
AS/NZS 2040.2:2005 (Legacy),domeq,8,,,,272,,,,,,False,,Cold,,"China,Italy",False,,600.0,,Drum,,850.0,,,,Yes on the warm wash program only,,Front,,,,dmc8120,,AS/NZS 2040.1:2005/Amdt 3:2010,4.1633312348282,,4.0,,0.0,,1.3,,"Cotton 40 C, Degree of soiling MAX",,New Zealand,0.17,,64984,Approved,172.8,,0.0,,Drum,,0.63167,,600.0,,2022-08-31,,Single product class,Unavailable,http://www.candy.it/,http://www.domeq.co.nz/,172.8,,77.9,,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ZCW0051
AS/NZS 2040.2:2005 (Legacy),CLASSIQUE,5,,,,486,,,,,,False,,Dual,,China,True,,565.0,,Drum,,920.0,,,,No,,Top,,,,CL5EL,,AS/NZS 2040.1:2005/Amdt 3:2010,1.49344998950099,,1.0,,0.0,,0.73,,"Normal, Warm Wash and Water Level 10",,New Zealand,0.73,,66366,Approved,65.0,,0.0,,Drum,,0.91907,,560.0,,,,Single product class,Unavailable,http://www.applico.co.nz/,http://www.applico.co.nz/,65.194,,94.6,,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png,,ZCW0049
AS/NZS 2040.2:2005 (Legacy),CLASSIQUE,7,,,,674,,,,,,False,,Dual,,China,True,,565.0,,Drum,,920.0,,,,No,,Top,,,,CL7EL,,AS/NZS 2040.1:2005/Amdt 3:2010,1.52136834170536,,1.5,,0.0,,0.76,,"Normal, Warm Wash and Water Level 10",,New Zealand,0.76,,66589,Approved,67.0,,0.0,,Drum,,0.91293,,560.0,,,,Single product class,Unavailable,http://www.applico.co.nz/,http://www.applico.co.nz/,67.861,,130.6,,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,,ZCW0050
AS/NZS 2040.2:2005 (Legacy),domeq,8,,,,295,,,,,,True,,Cold,,Italy,True,,600.0,,Drum,,850.0,,,,Yes on both the warm and cold wash programs,,Front,,,,dmc8514,,AS/NZS 2040.1:2005/Amdt 3:2010,4.11965107864321,,4.0,,0.0,,1.2,,"cotton 40 degree, max soil level, 1400rpm",,New Zealand,0.2,,67432,Approved,183.14,,0.0,,Drum,,0.5696,,600.0,,2022-08-31,,Single product class,Unavailable,http://www.candy.it/,http://www.domeq.co.nz/,183.14,,95.3,,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ZCW0052
AS/NZS 2040.2:2005 (Legacy),TRIESTE,7,,,,527,,N.A,,,,False,,Dual,,China,False,,571.0,,Non Drum,,960.0,,,,No,,Top,,Agitator,,TRWTL-70,,AS/NZS 2040.1:2005/Amdt 3:2010,2.44431752616078,,2.0,,0.0,,0.029,,"Water Saving, Remaining default (Water Level: Extra High, Water Temp: Warm",,"Fiji,New Zealand",0.029,,69401,Approved,72.62,,0.0,,Non-Drum,,0.59,,560.0,,,,Single product class,Unavailable,,,72.62,,100.49,,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,,ZCW0053
AS/NZS 2040.2:2005 (Legacy),Aspira,5.5,,90,,490,,,,,,False,,Dual,,China,True,,530.0,,Non Drum,,915.0,,,,No,,Top,,Impeller,,TWLWP50,,AS/NZS 2040.1:2005/Amdt 3:2010,1.8374125498866,,1.5,,0.0,,1.16,,"NORMAL - WARM COLD, 20 MIN WASH, 1 RINSE, WATER LEVEL 10, SPIN 7 MIN",,New Zealand,,,69916,Approved,98.81,,0.0,,Non-Drum,,0.77172,,520.0,,2113-01-25,,Single product class,Unavailable,http://www.fisherpaykel.com/nz,,98.81,,80.0,,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,,ZCW0056
AS/NZS 2040.2:2005 (Legacy),Aspira,6.5,,,,630,,,,,,False,,Dual,,China,True,,565.0,,Drum,,995.0,,,,No,,Top,,Impeller,,TWLWP60,,AS/NZS 2040.1:2005/Amdt 3:2010,1.61799189698304,,1.5,,0.0,,1.17,,"NORMAL - WARM/COLD, 20 MIN WASH, RINSE 1 STAGE, SPIN 7 MIN, WATER LEVEL 10",,New Zealand,,,69926,Approved,102.9,,0.0,,Non-Drum,,0.78327,,555.0,,2113-01-25,,Single product class,Unavailable,http://www.fisherpaykel.com/nz,,102.9,,94.0,,94.0,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,,ZCW0057
AS/NZS 2040.2:2005 (Legacy),Russells,6,,,,548,,,,,,False,,Dual,,China,False,,,,Non Drum,,,,,,Yes on both the warm and cold wash programs,,Front,,,,XQB60-618B,,AS/NZS 2040.1:2005/Amdt 3:2010,1.92377332417555,,1.5,,6.453e-05,,4.573,,ENERGYRATING,,New Zealand,0.817,,69954,Approved,49.02,,0.0,,Drum,,0.612,,,,2113-01-07,,Single product class,Unavailable,http://www.russellsappliances.co.nz/,,355.0,,355.0,,355.0,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,,ZCW0055
AS/NZS 2040.2:2005 (Legacy),Russells,6,,,,613,,,,,,False,,Hot,,China,False,,,,Non Drum,,,,,,Yes on both the warm and cold wash programs,,Front,,,,XQB60-618D,,AS/NZS 2040.1:2005/Amdt 3:2010,0.0137496361492191,,1.0,,612.0,,5.493,,ENERGRRATING,,New Zealand,0.973,,69955,Approved,76.2,,0.0,,Drum,,0.5977,,,,2113-01-07,,Single product class,Unavailable,http://www.russellsappliances.co.nz/,,355.0,,12000.0,,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.png,,ZCW0054
AS/NZS 2040.2:2005 (Legacy),Aspira,7,,,,402,,,,,,True,,Cold,,China,True,,600.0,,Drum,,850.0,,,,Yes on both the warm and cold wash programs,,Front,,,,TWLWF70,,AS/NZS 2040.1:2005/Amdt 3:2010,3.08743036374614,,3.0,,5e-05,,0.4,,"Cotton standard, 60 degree C, Intensive, 1200 rpm spin",,"Australia,New Zealand",0.4,,70399,Approved,270.78,,0.0,,Drum,,0.59884,,595.0,,2113-02-07,,Single product class,Unavailable,http://www.fisherpaykel.com/nz,,270.78,,60.0,,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,,ZCW0058
AS/NZS 2040.2:2005 (Legacy),Tylex,6,,427,,427,,Cotton 60,,56.51,,False,,Cold,,China,False,,530.0,,Drum,,850.0,,,,Yes on the warm wash program only,,Front,,,,WM2009E,,AS/NZS 2040.1:2005/Amdt 3:2010,2.55800126699368,,2.5,,1.14,,1.83,,Cotton 60,,New Zealand,0.45,,71798,Approved,207.0,,56.51,,Drum,,0.609,,600.0,,2113-05-16,,Single product class,Unavailable,http://www.abservices.co.nz/,,207.0,,58.0,,59.0,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,,ZCW0059
AS/NZS 2040.2:2005 (Legacy),Daewoo,7,,104,,251,,"Cotton Cold, 1200rpm",,67.09,,False,,Cold,,South Korea,True,,540.0,,Drum,,840.0,,0.0,,Yes on the warm wash program only,,Front,,,,DWD-F1211,,AS/NZS 2040.1:2005/Amdt 3:2010,3.76294986025928,,3.5,,0.0001,,0.42,,"Cotton 40oC, 1200rpm",,"Fiji,New Zealand",0.41,,72803,Approved,160.46,,67.09,,Drum,,0.8,,595.0,,,,Single product class,Unavailable,,,150.12,,67.09,,71.12,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,,ZCW0060
AS/NZS 2040.2:2005 (Legacy),TRIESTE,6,,95,,544,,,,,,False,,Dual,,China,False,,545.0,,Non Drum,,940.0,,,,No,,Top,,Impeller,,TRWTL-60,,AS/NZS 2040.1:2005/Amdt 3:2010,1.80950294438383,,1.5,,7e-06,,0.78,,"Normal, Hot and Cold, Water level 4",,"Fiji,New Zealand",0.79,,73980,Approved,89.36,,0.0,,Non-Drum,,0.7531,,560.0,,,,Single product class,Unavailable,,,89.36,,85.8,,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,,ZCW0061
AS/NZS 2040.2:2005 (Legacy),Imprasio,7,,70,,340,,cold wash,,63.89,,False,,Dual,,China,False,,625.0,,Drum,,945.0,,0.0,,Yes on the warm wash program only,,Front,,,,IFL-710,,AS/NZS 2040.1:2005/Amdt 3:2010,3.37658694388821,,3.0,,3.78,,0.42,,cotton,,"Australia,New Zealand",0.06,,74078,Approved,3.09,,63.89,,Drum,,66.1,,600.0,,2114-02-17,,Single product class,Unavailable,http://www.galanz.com/,http://www.imprasio.co.nz/,3.09,,11.17,,22.01,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,,ZCW0064
AS/NZS 2040.2:2005 (Legacy),Imprasio,6,,67,,281,,cotton standard 40,,62.76,,False,,Dual,,China,True,,505.0,,Drum,,845.0,,0.0,,Yes on the warm wash program only,,Front,,,,IFL610,,AS/NZS 2040.1:2005/Amdt 3:2010,3.45413963842761,,3.0,,0.0,,0.7,,Synthetic,,"Australia,New Zealand",0.3,,74372,Approved,189.0,,62.76,,Drum,,0.66,,590.0,,2114-02-17,,Single product class,Unavailable,http://www.galanz.com/,http://www.imprasio.co.nz/,189.0,,63.0,,63.0,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,,ZCW0065
AS/NZS 2040.2:2005 (Legacy),TRIESTE,10,,136,,973,,"Soiled, Water level 8",,,,False,,Dual,,China,False,,715.0,,Non Drum,,1120.0,,,,No,,Top,,Agitator,,TRWTL-100,,AS/NZS 2040.1:2005/Amdt 3:2010,1.62686855869906,,1.5,,7e-06,,2.3,,"Soiled, Water level 8",,"Fiji,New Zealand",2.32,,74656,Approved,132.89,,0.0,,Non-Drum,,0.76009,,686.0,,2113-09-11,,Single product class,Unavailable,,,132.0,,49.5,,94.8,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,,ZCW0062
AS/NZS 2040.2:2005 (Legacy),AWARD,8,,0,,379,,COTTON 40 DEGREES,,,,False,,Cold,,Turkey,True,,595.0,,Drum,,850.0,,,,Yes on the warm wash program only,,Front,,,,CW81400,,AS/NZS 2040.1:2005/Amdt 3:2010,3.55267004423043,,3.5,,5e-05,,0.89,,COTTON 40 DEGREES,,New Zealand,,,77459,Approved,311.0,,0.0,,Drum,,0.58332,,595.0,,2113-12-05,,Single product class,Unavailable,http://www.vestelinternational.com,http://www.awardappliances.co.nz,311.0,,74.6,,0.0,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,,ZCW0063
AS/NZS 2040.2:2005 (Legacy),AKAI,9,,0,,801,,,,0.0,,False,,Dual,,China,True,,,,Non Drum,,,,0.0,,No,,Top,,Impeller,,XQB100-Y1066S,,AS/NZS 2040.1:2005/Amdt 3:2010,1.82851724456793,,1.5,,0.0,,1.2,,Normal,,"Australia,Fiji,New Zealand",1.2,,78469,Approved,116.0,,0.0,,Non-Drum,,78.2,,,,2114-02-20,,Single product class,Unavailable,,,94.0,,131.0,,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,,ZCW0066
AS/NZS 2040.2:2005 (Legacy),Aspira,7,,,,410,,"Cotton Standard, 60°C, 1200rpm, Intense",,,,False,,Cold,,China,True,,600.0,,Drum,,850.0,,,,Yes on the warm wash program only,,Front,,,,WM70-1203D,,AS/NZS 2040.1:2005/Amdt 3:2010,3.04101441984071,,3.0,,5e-05,,0.4,,"Cotton Standard, 60°C, 1200rpm, Intense",,New Zealand,0.4,,83906,Approved,270.78,,0.0,,Drum,,0.59884,,595.0,,2114-09-09,,Single product class,Unavailable,http://www.fisherpaykel.com/nz,,270.78,,58.2,,0.0,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,,ZCW0067
AS/NZS 2040.2:2005 (Legacy),Aspira,5.5,,90,,490,,,,,,False,,Dual,,China,True,,530.0,,Non Drum,,915.0,,,,No,,Top,,Impeller,,AWT50P1,,AS/NZS 2040.1:2005/Amdt 3:2010,1.8374125498866,,1.5,,0.0,,1.16,,"NORMAL - WARM COLD, 20 MIN WASH, 1 RINSE, WATER LEVEL 10, SPIN 7 MIN",,New Zealand,,,84568,Approved,98.81,,0.0,,Non-Drum,,0.77172,,520.0,,2114-11-03,,Single product class,Unavailable,http://www.fisherpaykel.com/nz,,98.81,,80.0,,,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_1.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-1.5.png,,ZCW0069
