ApplStandard,Brand,Country Of Manufacturer,Eff50,Eff75,EffFL,Enclr,Frame,High_eff_compl,High_eff_load,kWatt,MEPS_Applic,MEPS_compl_load,MEPS_Why,Model No,Family Name,Mount_Code,N-Standard,N-TestMethod,NumPls,Sold_in,Submit_ID,SubmitStatus,Torque_FL,Voltage,Weight,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",79.3,82.0,82.1,"IP55,IP56,IP65,IP66",80,No,,1.1,Yes - 2006 MEPS Level,both,,"M3JP/KP/JM 80MC 2 (incl. Ex d, Ex de, Ex t)",,"B3,B5,B6,B8,B14,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,2,"Australia,Fiji,New Zealand",108952,Approved,,"230,400,415,690",,2024-07-04,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",74.7,78.8,79.9,"IP55,IP56,IP65,IP66",80,No,,0.75,Yes - 2006 MEPS Level,both,,"M3JP/KP/JM 80MB 2 (incl. Ex d, Ex de, Ex t)",,"B3,B5,B8,B14,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,2,"Australia,Fiji,New Zealand",108953,Approved,,"230,400,415,690",,2024-07-04,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",93.7,94.0,93.3,"IP55,IP56,IP65,IP66",250,No,,55.0,Yes - 2006 MEPS Level,75,,"55kW 4P 250SMB M3 (incl. Ex nA, Ex t, Ex d, Ex de, Ex t, Ex ec)",,"B3,B5,B8,B14,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",108954,Approved,,"230,400,415,690",,2024-07-04,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",86.7,87.9,87.8,"IP55,IP56,IP65,IP66",100,Yes - 2005 High Efficiency Level,both,3.0,Yes - 2006 MEPS Level,both,,M2BAX 100LKA4,,"B3,B5,B7,B8,B14,B34,B35,V1,V3,V5,V6,V15,V18,V19",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",108956,Approved,,"400,415",,2024-01-16,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",87.2,88.5,88.8,"IP55,IP56,IP65,IP66",112,Yes - 2005 High Efficiency Level,100,4.0,Yes - 2006 MEPS Level,both,,M2BAX 112MLA4,,"B3,B5,B7,B8,B14,B35,V1,V3,V5,V6,V15,V18,V19",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",108957,Approved,,415,,2024-01-15,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",90.0,91.5,91.5,"IP55,IP56,IP65,IP66",132,Yes - 2005 High Efficiency Level,both,7.5,Yes - 2006 MEPS Level,both,,M2BAX 132MLA4,,"B3,B5,B7,B8,B14,B34,B35,V1,V3,V5,V6,V15,V18,V19",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",108958,Approved,,415,,2024-01-15,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",81.1,83.5,84.3,"IP55,IP56,IP65,IP66",80,Yes - 2005 High Efficiency Level,both,0.75,Yes - 2006 MEPS Level,both,,M2BAX 80MLA 4,,"B3,B5,B7,B8,B14,B34,B35,V1,V3,V5,V6,V15,V18,V19",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",108959,Approved,,415,,2023-12-07,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",80.6,83.4,84.5,"IP55,IP56,IP65,IP66",90,Yes - 2005 High Efficiency Level,100,1.1,Yes - 2006 MEPS Level,both,,M2BAX 90SB 4,,"B3,B5,B7,B8,B14,B34,B35,V1,V3,V5,V6,V15,V18,V19",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",108960,Approved,,415,,2023-12-06,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",87.2,87.4,86.7,"IP55,IP56,IP65,IP66",90,Yes - 2005 High Efficiency Level,both,2.2,Yes - 2006 MEPS Level,both,,M2BAX 90 SLA 2,,"B3,B5,B6,B7,B8,B14,B34,B35,V1,V3,V5,V6,V15,V18,V19",IEC 60034-2-1 (Edition 2.0),A,2,"Australia,Fiji,New Zealand",108961,Approved,,415,,2023-10-15,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",81.0,82.5,82.6,"IP55,IP56,IP65,IP66",80,Yes - 2005 High Efficiency Level,both,0.75,Yes - 2006 MEPS Level,both,,M2BAX 80 MC 2,,"B3,B5,B6,B7,B8,B14,B34,B35,V1,V3,V5,V6,V15,V18,V19",IEC 60034-2-1 (Edition 2.0),A,2,"Australia,Fiji,New Zealand",108962,Approved,,415,,2023-10-15,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",90.4,90.3,89.8,"IP55,IP56,IP65,IP66",132,Yes - 2005 High Efficiency Level,75,7.5,Yes - 2006 MEPS Level,both,,M2BAX 132 SMB 2,,"B3,B5,B6,B7,B8,B14,B15,B34,B35,V1,V3,V5,V6,V15,V18,V19",IEC 60034-2-1 (Edition 2.0),A,2,"Australia,Fiji,New Zealand",108963,Approved,,415,,2023-10-15,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",89.4,89.0,88.1,"IP55,IP56,IP65,IP66",112,Yes - 2005 High Efficiency Level,both,4.0,Yes - 2006 MEPS Level,both,,M2BAX 112 MB 2,,"B3,B5,B6,B7,B8,B14,B34,B35,V1,V3,V5,V6,V15,V18,V19",IEC 60034-2-1 (Edition 2.0),A,2,"Australia,Fiji,New Zealand",108964,Approved,,415,,2023-10-11,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",90.1,90.2,89.8,"IP55,IP56,IP65,IP66",132,Yes - 2005 High Efficiency Level,75,5.5,Yes - 2006 MEPS Level,both,,M2BAX 132 SMA 4,,"B3,B5,B6,B7,B8,B14,B34,B35,V1,V3,V5,V6,V15,V18,V19",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",108965,Approved,,415,,2023-10-04,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",86.1,86.9,86.8,"IP55,IP56,IP65,IP66",100,Yes - 2005 High Efficiency Level,75,2.2,Yes - 2006 MEPS Level,both,,M2BAX 100 LB 4,,"B3,B5,B7,B8,B14,B34,B35,V1,V3,V5,V6,V18,V19",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",108966,Approved,,415,,2023-10-02,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",92.4,92.6,92.3,"IP55,IP56,IP65,IP66",180,Yes - 2005 High Efficiency Level,75,18.5,Yes - 2006 MEPS Level,both,,M2BAX180MLA4,,"B3,B5,B8,B14,B35,V1,V3,V5,V6,V19",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",108967,Approved,,415,,2023-09-27,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",92.7,92.9,92.6,"IP55,IP56,IP65,IP66",180,Yes - 2005 High Efficiency Level,75,22.0,Yes - 2006 MEPS Level,both,,M2BAX180MLB4,,"B3,B5,B7,B8,B14,B34,B35,V1,V3,V5,V6,V15,V18,V19",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",108968,Approved,,415,,2023-09-27,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"Poland,China,Finland",91.2,90.9,89.7,"IP55,IP56,IP65,IP66",160,Yes - 2005 High Efficiency Level,75,11.0,Yes - 2006 MEPS Level,both,,"11kW 2P 160MLA M3 (incl. Ex nA, Ex t, Ex d, Ex de, Ex t, Ex ec)",,"B3,B5,B8,B14,B34,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,2,"Australia,Fiji,New Zealand",108969,Approved,,"230,380,400,415,690,1000",,2023-06-27,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"Poland,Finland",85.8,88.2,88.6,IP66,100,Yes - 2005 High Efficiency Level,both,1.5,Yes - 2006 MEPS Level,both,,M3MA 100 LA 6,,"B3,B5,B8,B14,B34,B35,V1,V3,V5,V6,V18",IEC 60034-2-1 (Edition 2.0),A,6,"Australia,Fiji,New Zealand",108970,Approved,,"230,400,415,690,500",,2023-11-29,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"Poland,Finland",81.3,83.7,83.7,IP66,90,Yes - 2005 High Efficiency Level,both,1.1,Yes - 2006 MEPS Level,both,,M3MA 90 MC 6,,"B3,B5,B8,B14,B34,B35,V1,V3,V5,V6,V18",IEC 60034-2-1 (Edition 2.0),A,6,"Australia,Fiji,New Zealand",108971,Approved,,"230,400,415,690,500",,2023-11-28,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"Poland,Finland",80.7,83.5,84.0,IP66,90,Yes - 2005 High Efficiency Level,both,0.75,Yes - 2006 MEPS Level,both,,M3MA 90 MB 6,,"B3,B5,B8,B14,B34,B35,V1,V3,V5,V6,V18",IEC 60034-2-1 (Edition 2.0),A,6,"Australia,Fiji,New Zealand",108972,Approved,,"230,400,415,690,500",,2023-11-28,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"Poland,Finland",84.2,86.9,88.3,IP66,100,Yes - 2005 High Efficiency Level,100,3.0,Yes - 2006 MEPS Level,both,,M3MA 100 LB 4,,"B3,B5,B8,B14,B34,B35,V1,V3,V5,V6,V18",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",108973,Approved,,"230,400,415,690,500",,2023-11-28,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"Poland,Finland",84.2,86.8,88.0,IP66,100,Yes - 2005 High Efficiency Level,100,2.2,Yes - 2006 MEPS Level,both,,M3MA 100 LA 4,,"B3,B5,B8,B14,B34,B35,V1,V3,V5,V6,V18",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",108974,Approved,,"230,400,415,690,500",,2023-11-28,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"Poland,Finland",86.9,87.6,86.5,IP66,90,Yes - 2005 High Efficiency Level,both,1.5,Yes - 2006 MEPS Level,both,,M3MA 90 MB 4,,"B3,B5,B8,B14,B34,B35,V1,V3,V5,V6,V18",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",108975,Approved,,"230,400,415,690,500",,2023-11-28,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"Poland,Finland",84.2,85.6,85.3,IP66,90,Yes - 2005 High Efficiency Level,both,1.1,Yes - 2006 MEPS Level,both,,M3MA 90 MA 4,,"B3,B5,B8,B14,B34,B35,V1,V3,V5,V6,V18",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",108976,Approved,,"230,400,415,690,500",,2023-11-28,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"Poland,Finland",78.3,81.9,83.4,IP66,80,Yes - 2005 High Efficiency Level,100,0.75,Yes - 2006 MEPS Level,both,,M3MA 80 MC 4,,"B3,B5,B8,B14,B34,B35,V1,V3,V5,V6,V18",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",108977,Approved,,"230,400,415,690,500",,2023-11-28,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"Poland,Finland",88.5,89.7,88.9,IP66,100,Yes - 2005 High Efficiency Level,both,3.0,Yes - 2006 MEPS Level,both,,M3MA 100 LA 2,,"B3,B5,B8,B14,B34,B35,V1,V3,V5,V6,V18",IEC 60034-2-1 (Edition 2.0),A,2,"Australia,Fiji,New Zealand",108978,Approved,,"230,400,415,690,500",,2023-11-28,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"Poland,Finland",89.1,90.1,89.8,IP66,90,Yes - 2005 High Efficiency Level,both,2.2,Yes - 2006 MEPS Level,both,,M3MA 90 MB 2,,"B3,B5,B8,B14,B34,B35,V1,V3,V5,V6,V18",IEC 60034-2-1 (Edition 2.0),A,2,"Australia,Fiji,New Zealand",108979,Approved,,"230,400,415,690,500",,2023-11-28,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"Poland,Finland",89.0,89.5,88.5,IP66,90,Yes - 2005 High Efficiency Level,both,1.5,Yes - 2006 MEPS Level,both,,M3MA 90 MA 2,,"B3,B5,B8,B14,B34,B35,V1,V3,V5,V6,V18",IEC 60034-2-1 (Edition 2.0),A,2,"Australia,Fiji,New Zealand",108980,Approved,,"230,400,415,690,500",,2023-11-29,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"Poland,Finland",82.9,84.0,83.2,IP66,80,Yes - 2005 High Efficiency Level,both,1.1,Yes - 2006 MEPS Level,both,,M3MA 80 MC 2,,"B3,B5,B8,B14,B34,B35,V1,V3,V5,V6,V18",IEC 60034-2-1 (Edition 2.0),A,2,"Australia,Fiji,New Zealand",108981,Approved,,"230,400,415,690,500",,2023-11-28,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"Finland,Poland",84.6,86.1,84.7,IP66,80,Yes - 2005 High Efficiency Level,both,0.75,Yes - 2006 MEPS Level,both,,M3MA 80 MB 2,,"B3,B5,B8,B14,B34,B35,V1,V3,V5,V6,V18",IEC 60034-2-1 (Edition 2.0),A,2,"Australia,Fiji,New Zealand",108982,Approved,,"230,400,415,500",,2023-11-29,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",93.7,94.5,94.6,"IP55,IP56,IP65,IP66",315,No,,110.0,Yes - 2006 MEPS Level,both,,"110kW 2P 315SMB M3 (incl. Ex nA, Ex t, Ex d, Ex de, Ex t, Ex ec)",,"B3,B5,B8,B14,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,2,"Australia,Fiji,New Zealand",108983,Approved,,"230,400,415,690,1000",,2023-01-23,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",93.8,94.2,93.7,"IP55,IP56,IP65,IP66",280,No,,90.0,Yes - 2006 MEPS Level,75,,"90kW 2P 280SMC M3 (incl. Ex nA, Ex t, Ex d, Ex de, Ex t, Ex ec)",,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,2,"Australia,Fiji,New Zealand",108984,Approved,,"230,380,400,415,690,1000",,2023-01-22,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"Poland,India,Finland,China",95.5,95.9,95.6,"IP55,IP56,IP65,IP66",315,Yes - 2005 High Efficiency Level,both,132.0,Yes - 2006 MEPS Level,both,,"132kW 4P 315SMC M3 (incl. Ex nA, Ex t, Ex d, Ex de, Ex ec)",,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",108985,Approved,,"230,400,415,690",,2023-01-18,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",94.0,94.7,94.4,"IP55,IP56,IP65,IP66",250,No,,55.0,Yes - 2006 MEPS Level,both,,M3JP 250SMA 4G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",108986,Approved,,"230,400,415,690",,2023-01-05,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",94.0,94.7,94.4,"IP55,IP56,IP65,IP66",250,No,,55.0,Yes - 2006 MEPS Level,both,,M3KP 250SMA 4G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",108987,Approved,,"230,400,415,690",,2023-01-05,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",94.0,94.7,94.4,"IP55,IP56,IP65,IP66",250,No,,55.0,Yes - 2006 MEPS Level,both,,M3GP 250SMA 4G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",108988,Approved,,"230,400,415,690",,2023-01-10,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",94.1,94.2,93.6,"IP55,IP56,IP65,IP66",200,No,,30.0,Yes - 2006 MEPS Level,both,,M3JP 200MLB 4G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",108989,Approved,,"230,400,415,690",,2023-01-05,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",94.1,94.2,93.6,"IP55,IP56,IP65,IP66",200,No,,30.0,Yes - 2006 MEPS Level,both,,M3KP 200MLB 4G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",108990,Approved,,"230,400,415,690",,2023-01-05,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",94.1,94.2,93.6,"IP55,IP56,IP65,IP66",200,No,,30.0,Yes - 2006 MEPS Level,both,,M3GP 200MLB 4-G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",108991,Approved,,"230,400,415,690",,2023-01-10,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",93.5,93.9,93.4,"IP55,IP56,IP65,IP66",250,No,,45.0,Yes - 2006 MEPS Level,both,,M3GP 250SMB 6G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,6,"Australia,Fiji,New Zealand",108992,Approved,,"380,400,415,690",,2023-01-10,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",93.5,93.9,93.4,"IP55,IP56,IP65,IP66",250,No,,45.0,Yes - 2006 MEPS Level,both,,M3KP 250SMB 6G,,"B3,B5,B8,B14,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,6,"Australia,Fiji,New Zealand",108993,Approved,,"380,400,415,690",,2023-01-10,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",93.5,93.9,93.4,"IP55,IP56,IP65,IP66",250,No,,45.0,Yes - 2006 MEPS Level,both,,M3JP 250SMB 6G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,6,"Australia,Fiji,New Zealand",108994,Approved,,"380,400,415,690",,2023-01-10,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",93.3,93.3,92.3,"IP55,IP56,IP65,IP66",200,No,,22.0,Yes - 2006 MEPS Level,both,,M3GP 200MLB 4G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",108995,Approved,,"230,400,415,690",,2023-01-05,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",93.3,93.3,92.3,"IP55,IP56,IP65,IP66",200,No,,22.0,Yes - 2006 MEPS Level,both,,M3KP 200MLB 4-G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",108996,Approved,,"230,400,415,690",,2023-01-10,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",93.3,93.3,92.3,"IP55,IP56,IP65,IP66",200,No,,22.0,Yes - 2006 MEPS Level,both,,M3JP 200MLB 4G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",108997,Approved,,"230,400,415,690",,2023-01-05,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",86.5,87.6,87.1,"IP55,IP56,IP65,IP66",132,No,,4.0,Yes - 2006 MEPS Level,both,,M3GP 132SMB 4-H,,"B3,B5,B8,B14,B34,B35,V1,V3,V5,V6,V18",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",108998,Approved,,"230,400,415,690",,2023-01-05,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",86.5,87.6,87.1,"IP55,IP56,IP65,IP66",132,No,,4.0,Yes - 2006 MEPS Level,both,,M3KP 132SMB 4-H,,"B3,B5,B8,B14,B34,B35,V1,V3,V5,V6,V18",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",108999,Approved,,"230,400,415,690",,2023-01-05,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",86.5,87.6,87.1,"IP55,IP56,IP65,IP66",132,No,,4.0,Yes - 2006 MEPS Level,both,,M3JP 132SMB 4-H,,"B3,B5,B8,B14,B34,B35,V1,V3,V5,V6,V18",IEC 60034-2-1 (Edition 2.0),A,4,"Australia,Fiji,New Zealand",109000,Approved,,"230,400,415,690",,2023-01-05,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",92.4,93.3,93.3,"IP55,IP56,IP65,IP66",250,No,,55.0,Yes - 2006 MEPS Level,both,,M3GP 250SMB 2G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,2,"Australia,Fiji,New Zealand",109001,Approved,,"230,400,415,690",,2023-01-05,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",92.4,93.3,93.3,"IP55,IP56,IP65,IP66",250,No,,55.0,Yes - 2006 MEPS Level,both,,M3KP 250SMB 2G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,2,"Australia,Fiji,New Zealand",109002,Approved,,"230,400,415,690",,2023-01-05,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",92.4,93.3,93.3,"IP55,IP56,IP65,IP66",250,No,,55.0,Yes - 2006 MEPS Level,both,,M3JP 250SMB 2G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,2,"Australia,Fiji,New Zealand",109003,Approved,,"230,400,415,690",,2023-01-05,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",91.7,91.8,90.8,"IP55,IP56,IP65,IP66",200,No,,22.0,Yes - 2006 MEPS Level,75,,M3GP 200MLA 2-G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,2,"Australia,Fiji,New Zealand",109004,Approved,,"230,400,415,690",,2023-01-10,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",91.7,91.8,90.8,"IP55,IP56,IP65,IP66",200,No,,22.0,Yes - 2006 MEPS Level,75,,M3KP 200MLA 2-G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,2,"Australia,Fiji,New Zealand",109005,Approved,,"230,400,415,690",,2023-01-05,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",91.7,91.8,90.8,"IP55,IP56,IP65,IP66",200,No,,22.0,Yes - 2006 MEPS Level,75,,M3JP 200MLA 2-G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,2,"Australia,Fiji,New Zealand",109006,Approved,,"230,400,415,690",,2023-01-05,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",87.4,87.7,86.6,"IP55,IP56,IP65,IP66",132,No,,5.5,Yes - 2006 MEPS Level,75,,M3GP 132SMB 2H,,"B3,B5,B8,B14,B34,B35,V1,V3,V5,V6,V18",IEC 60034-2-1 (Edition 2.0),A,2,"Australia,Fiji,New Zealand",109007,Approved,,"230,400,415,690",,2023-01-05,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",87.4,87.7,86.6,"IP55,IP56,IP65,IP66",132,No,,5.5,Yes - 2006 MEPS Level,75,,M3KP 132SMB 2H,,"B3,B5,B8,B14,B34,B35,V1,V3,V5,V6,V14",IEC 60034-2-1 (Edition 2.0),A,2,"Australia,Fiji,New Zealand",109008,Approved,,"230,400,415,690",,2023-01-05,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Poland,China,Finland",87.4,87.7,86.6,"IP55,IP56,IP65,IP66",132,No,,5.5,Yes - 2006 MEPS Level,75,,M3JP 132SMB 2H,,"B3,B5,B8,B14,B34,B35,V1,V3,V5,V6,V18",IEC 60034-2-1 (Edition 2.0),A,2,"Australia,Fiji,New Zealand",109009,Approved,,"230,400,415,690",,2023-01-05,,Single product class,Available,,
