Submit_ID,Brand_Reg,Model_No,Family Name,N-Reg_Date,N-Grandfather-Date,Reg_No,SoldIn,Country,Prod_conf,nov,pno,Apply_type_for,SubmitStatus,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Input voltage (V) Max,Input voltage (V) Min,Output voltage (V) Min
129749,NETGEAR,2AED030FC,2AED030F,2020-06-12,,APS8215,"Australia,Fiji,New Zealand",China,AC-DC,12.0,30.0,High Efficiency 2014 (Mark VI),Approved,2025-06-12,,Class 1,Available,,,240.0,100.0,12.0
129763,EDAC,EA10731J-120,EA1073xJ,2020-06-19,,APS8238,"Australia,Fiji,New Zealand",Taiwan,AC-DC,18.0,59.94,High Efficiency 2014 (Mark VI),Approved,2025-06-19,,Class 1,Available,,,240.0,100.0,12.0
129763,EDAC,EA10731J-150,EA1073xJ,2020-06-19,,APS8238,"Australia,Fiji,New Zealand",Taiwan,AC-DC,18.0,59.94,High Efficiency 2014 (Mark VI),Approved,2025-06-19,,Class 1,Available,,,240.0,100.0,12.0
129763,EDAC,EA10731J-160,EA1073xJ,2020-06-19,,APS8238,"Australia,Fiji,New Zealand",Taiwan,AC-DC,18.0,59.94,High Efficiency 2014 (Mark VI),Approved,2025-06-19,,Class 1,Available,,,240.0,100.0,12.0
129763,EDAC,EA10731J-180,EA1073xJ,2020-06-19,,APS8238,"Australia,Fiji,New Zealand",Taiwan,AC-DC,18.0,59.94,High Efficiency 2014 (Mark VI),Approved,2025-06-19,,Class 1,Available,,,240.0,100.0,12.0
129763,EDAC,EA10732J-120,EA1073xJ,2020-06-19,,APS8238,"Australia,Fiji,New Zealand",Taiwan,AC-DC,18.0,59.94,High Efficiency 2014 (Mark VI),Approved,2025-06-19,,Class 1,Available,,,240.0,100.0,12.0
129763,EDAC,EA10732J-150,EA1073xJ,2020-06-19,,APS8238,"Australia,Fiji,New Zealand",Taiwan,AC-DC,18.0,59.94,High Efficiency 2014 (Mark VI),Approved,2025-06-19,,Class 1,Available,,,240.0,100.0,12.0
129763,EDAC,EA10732J-160,EA1073xJ,2020-06-19,,APS8238,"Australia,Fiji,New Zealand",Taiwan,AC-DC,18.0,59.94,High Efficiency 2014 (Mark VI),Approved,2025-06-19,,Class 1,Available,,,240.0,100.0,12.0
129763,EDAC,EA10732J-180,EA1073xJ,2020-06-19,,APS8238,"Australia,Fiji,New Zealand",Taiwan,AC-DC,18.0,59.94,High Efficiency 2014 (Mark VI),Approved,2025-06-19,,Class 1,Available,,,240.0,100.0,12.0
129763,EDAC,EA10733J-120,EA1073xJ,2020-06-19,,APS8238,"Australia,Fiji,New Zealand",Taiwan,AC-DC,18.0,59.94,High Efficiency 2014 (Mark VI),Approved,2025-06-19,,Class 1,Available,,,240.0,100.0,12.0
129763,EDAC,EA10733J-150,EA1073xJ,2020-06-19,,APS8238,"Australia,Fiji,New Zealand",Taiwan,AC-DC,18.0,59.94,High Efficiency 2014 (Mark VI),Approved,2025-06-19,,Class 1,Available,,,240.0,100.0,12.0
129763,EDAC,EA10733J-160,EA1073xJ,2020-06-19,,APS8238,"Australia,Fiji,New Zealand",Taiwan,AC-DC,18.0,59.94,High Efficiency 2014 (Mark VI),Approved,2025-06-19,,Class 1,Available,,,240.0,100.0,12.0
129763,EDAC,EA10733J-180,EA1073xJ,2020-06-19,,APS8238,"Australia,Fiji,New Zealand",Taiwan,AC-DC,18.0,59.94,High Efficiency 2014 (Mark VI),Approved,2025-06-19,,Class 1,Available,,,240.0,100.0,12.0
129763,EDAC,EA10736J-120,EA1073xJ,2020-06-19,,APS8238,"Australia,Fiji,New Zealand",Taiwan,AC-DC,18.0,59.94,High Efficiency 2014 (Mark VI),Approved,2025-06-19,,Class 1,Available,,,240.0,100.0,12.0
129763,EDAC,EA10736J-150,EA1073xJ,2020-06-19,,APS8238,"Australia,Fiji,New Zealand",Taiwan,AC-DC,18.0,59.94,High Efficiency 2014 (Mark VI),Approved,2025-06-19,,Class 1,Available,,,240.0,100.0,12.0
129763,EDAC,EA10736J-160,EA1073xJ,2020-06-19,,APS8238,"Australia,Fiji,New Zealand",Taiwan,AC-DC,18.0,59.94,High Efficiency 2014 (Mark VI),Approved,2025-06-19,,Class 1,Available,,,240.0,100.0,12.0
129763,EDAC,EA10736J-180,EA1073xJ,2020-06-19,,APS8238,"Australia,Fiji,New Zealand",Taiwan,AC-DC,18.0,59.94,High Efficiency 2014 (Mark VI),Approved,2025-06-19,,Class 1,Available,,,240.0,100.0,12.0
129763,EDAC,EA1073xJ,EA1073xJ,2020-06-19,,APS8238,"Australia,Fiji,New Zealand",Taiwan,AC-DC,18.0,59.94,High Efficiency 2014 (Mark VI),Approved,2025-06-19,,Class 1,Available,,,240.0,100.0,12.0
129763,EDAC,EM10731J-120,EA1073xJ,2020-06-19,,APS8238,"Australia,Fiji,New Zealand",Taiwan,AC-DC,18.0,59.94,High Efficiency 2014 (Mark VI),Approved,2025-06-19,,Class 1,Available,,,240.0,100.0,12.0
129763,EDAC,EM10731J-150,EA1073xJ,2020-06-19,,APS8238,"Australia,Fiji,New Zealand",Taiwan,AC-DC,18.0,59.94,High Efficiency 2014 (Mark VI),Approved,2025-06-19,,Class 1,Available,,,240.0,100.0,12.0
129763,EDAC,EM10732J-150,EA1073xJ,2020-06-19,,APS8238,"Australia,Fiji,New Zealand",Taiwan,AC-DC,18.0,59.94,High Efficiency 2014 (Mark VI),Approved,2025-06-19,,Class 1,Available,,,240.0,100.0,12.0
129763,EDAC,EM10733J-120,EA1073xJ,2020-06-19,,APS8238,"Australia,Fiji,New Zealand",Taiwan,AC-DC,18.0,59.94,High Efficiency 2014 (Mark VI),Approved,2025-06-19,,Class 1,Available,,,240.0,100.0,12.0
129770,Salcomp,GL0103,GL0103,2020-06-16,,APS8228,"Australia,Fiji,New Zealand","India,China,Brazil",AC-DC,5.0,15.0,High Efficiency 2014 (Mark VI),Approved,2025-08-28,,Class 1,Available,,http://www.salcomp.com/,240.0,100.0,5.0
129770,Salcomp,S47A03B,GL0103,2020-06-16,,APS8228,"Australia,Fiji,New Zealand","India,China,Brazil",AC-DC,5.0,15.0,High Efficiency 2014 (Mark VI),Approved,2025-08-28,,Class 1,Available,,http://www.salcomp.com/,240.0,100.0,5.0
129770,Salcomp,S47A03BAA,GL0103,2020-06-16,,APS8228,"Australia,Fiji,New Zealand","India,China,Brazil",AC-DC,5.0,15.0,High Efficiency 2014 (Mark VI),Approved,2025-08-28,,Class 1,Available,,http://www.salcomp.com/,240.0,100.0,5.0
129770,Salcomp,S47A03BAB,GL0103,2020-06-16,,APS8228,"Australia,Fiji,New Zealand","India,China,Brazil",AC-DC,5.0,15.0,High Efficiency 2014 (Mark VI),Approved,2025-08-28,,Class 1,Available,,http://www.salcomp.com/,240.0,100.0,5.0
129770,Salcomp,S47A03BAC,GL0103,2020-06-16,,APS8228,"Australia,Fiji,New Zealand","India,China,Brazil",AC-DC,5.0,15.0,High Efficiency 2014 (Mark VI),Approved,2025-08-28,,Class 1,Available,,http://www.salcomp.com/,240.0,100.0,5.0
129770,Salcomp,S47A03BAD,GL0103,2020-06-16,,APS8228,"Australia,Fiji,New Zealand","India,China,Brazil",AC-DC,5.0,15.0,High Efficiency 2014 (Mark VI),Approved,2025-08-28,,Class 1,Available,,http://www.salcomp.com/,240.0,100.0,5.0
129770,Salcomp,S47A03BAE,GL0103,2020-06-16,,APS8228,"Australia,Fiji,New Zealand","India,China,Brazil",AC-DC,5.0,15.0,High Efficiency 2014 (Mark VI),Approved,2025-08-28,,Class 1,Available,,http://www.salcomp.com/,240.0,100.0,5.0
129770,Salcomp,S47A03BAF,GL0103,2020-06-16,,APS8228,"Australia,Fiji,New Zealand","India,China,Brazil",AC-DC,5.0,15.0,High Efficiency 2014 (Mark VI),Approved,2025-08-28,,Class 1,Available,,http://www.salcomp.com/,240.0,100.0,5.0
129770,Salcomp,S47A03BAG,GL0103,2020-06-16,,APS8228,"Australia,Fiji,New Zealand","India,China,Brazil",AC-DC,5.0,15.0,High Efficiency 2014 (Mark VI),Approved,2025-08-28,,Class 1,Available,,http://www.salcomp.com/,240.0,100.0,5.0
129770,Salcomp,S47A03BAH,GL0103,2020-06-16,,APS8228,"Australia,Fiji,New Zealand","India,China,Brazil",AC-DC,5.0,15.0,High Efficiency 2014 (Mark VI),Approved,2025-08-28,,Class 1,Available,,http://www.salcomp.com/,240.0,100.0,5.0
129770,Salcomp,S47A23B,GL0103,2020-06-16,,APS8228,"Australia,Fiji,New Zealand","India,China,Brazil",AC-DC,5.0,15.0,High Efficiency 2014 (Mark VI),Approved,2025-08-28,,Class 1,Available,,http://www.salcomp.com/,240.0,100.0,5.0
129770,Salcomp,S47A23BAA,GL0103,2020-06-16,,APS8228,"Australia,Fiji,New Zealand","India,China,Brazil",AC-DC,5.0,15.0,High Efficiency 2014 (Mark VI),Approved,2025-08-28,,Class 1,Available,,http://www.salcomp.com/,240.0,100.0,5.0
129770,Salcomp,S47A23BAB,GL0103,2020-06-16,,APS8228,"Australia,Fiji,New Zealand","India,China,Brazil",AC-DC,5.0,15.0,High Efficiency 2014 (Mark VI),Approved,2025-08-28,,Class 1,Available,,http://www.salcomp.com/,240.0,100.0,5.0
129770,Salcomp,S47A23BAC,GL0103,2020-06-16,,APS8228,"Australia,Fiji,New Zealand","India,China,Brazil",AC-DC,5.0,15.0,High Efficiency 2014 (Mark VI),Approved,2025-08-28,,Class 1,Available,,http://www.salcomp.com/,240.0,100.0,5.0
129770,Salcomp,S47A23BAD,GL0103,2020-06-16,,APS8228,"Australia,Fiji,New Zealand","India,China,Brazil",AC-DC,5.0,15.0,High Efficiency 2014 (Mark VI),Approved,2025-08-28,,Class 1,Available,,http://www.salcomp.com/,240.0,100.0,5.0
129770,Salcomp,S47A23BAE,GL0103,2020-06-16,,APS8228,"Australia,Fiji,New Zealand","India,China,Brazil",AC-DC,5.0,15.0,High Efficiency 2014 (Mark VI),Approved,2025-08-28,,Class 1,Available,,http://www.salcomp.com/,240.0,100.0,5.0
129770,Salcomp,S47A23BAF,GL0103,2020-06-16,,APS8228,"Australia,Fiji,New Zealand","India,China,Brazil",AC-DC,5.0,15.0,High Efficiency 2014 (Mark VI),Approved,2025-08-28,,Class 1,Available,,http://www.salcomp.com/,240.0,100.0,5.0
129770,Salcomp,S47A23BAG,GL0103,2020-06-16,,APS8228,"Australia,Fiji,New Zealand","India,China,Brazil",AC-DC,5.0,15.0,High Efficiency 2014 (Mark VI),Approved,2025-08-28,,Class 1,Available,,http://www.salcomp.com/,240.0,100.0,5.0
129770,Salcomp,S47A23BAH,GL0103,2020-06-16,,APS8228,"Australia,Fiji,New Zealand","India,China,Brazil",AC-DC,5.0,15.0,High Efficiency 2014 (Mark VI),Approved,2025-08-28,,Class 1,Available,,http://www.salcomp.com/,240.0,100.0,5.0
129778,GPE,GPE006D-090050-4,GPE006D-090050-4,2020-06-12,,APS8212,"Australia,Fiji,New Zealand",China,AC-DC,9.0,4.5,High Efficiency 2014 (Mark VI),Approved,2025-06-12,,Class 1,Available,,,240.0,100.0,9.0
129778,GPE,GPE006D-090050-Z,GPE006D-090050-4,2020-06-12,,APS8212,"Australia,Fiji,New Zealand",China,AC-DC,9.0,4.5,High Efficiency 2014 (Mark VI),Approved,2025-06-12,,Class 1,Available,,,240.0,100.0,9.0
129778,GPE,GPE006E-090050-4,GPE006D-090050-4,2020-06-12,,APS8212,"Australia,Fiji,New Zealand",China,AC-DC,9.0,4.5,High Efficiency 2014 (Mark VI),Approved,2025-06-12,,Class 1,Available,,,240.0,100.0,9.0
129778,GPE,GPE006E-090050-Z,GPE006D-090050-4,2020-06-12,,APS8212,"Australia,Fiji,New Zealand",China,AC-DC,9.0,4.5,High Efficiency 2014 (Mark VI),Approved,2025-06-12,,Class 1,Available,,,240.0,100.0,9.0
129778,GPE,GPE053A-V090050-4,GPE006D-090050-4,2020-06-12,,APS8212,"Australia,Fiji,New Zealand",China,AC-DC,9.0,4.5,High Efficiency 2014 (Mark VI),Approved,2025-06-12,,Class 1,Available,,,240.0,100.0,9.0
129778,GPE,GPE053A-V090050-Z,GPE006D-090050-4,2020-06-12,,APS8212,"Australia,Fiji,New Zealand",China,AC-DC,9.0,4.5,High Efficiency 2014 (Mark VI),Approved,2025-06-12,,Class 1,Available,,,240.0,100.0,9.0
129778,GPE,GPE053B-V090050-4,GPE006D-090050-4,2020-06-12,,APS8212,"Australia,Fiji,New Zealand",China,AC-DC,9.0,4.5,High Efficiency 2014 (Mark VI),Approved,2025-06-12,,Class 1,Available,,,240.0,100.0,9.0
129778,GPE,GPE053B-V090050-Z,GPE006D-090050-4,2020-06-12,,APS8212,"Australia,Fiji,New Zealand",China,AC-DC,9.0,4.5,High Efficiency 2014 (Mark VI),Approved,2025-06-12,,Class 1,Available,,,240.0,100.0,9.0
129781,CWT,2AED036F,2AED036F,2020-06-12,,APS8216,"Australia,Fiji,New Zealand",China,AC-DC,12.0,36.0,High Efficiency 2014 (Mark VI),Approved,2025-06-12,,Class 1,Available,,,240.0,100.0,12.0
129781,CWT,2AED036FA,2AED036F,2020-06-12,,APS8216,"Australia,Fiji,New Zealand",China,AC-DC,12.0,36.0,High Efficiency 2014 (Mark VI),Approved,2025-06-12,,Class 1,Available,,,240.0,100.0,12.0
129781,CWT,2AED036FC,2AED036F,2020-06-12,,APS8216,"Australia,Fiji,New Zealand",China,AC-DC,12.0,36.0,High Efficiency 2014 (Mark VI),Approved,2025-06-12,,Class 1,Available,,,240.0,100.0,12.0
129781,NETGEAR,2AED036F,2AED036F,2020-06-12,,APS8216,"Australia,Fiji,New Zealand",China,AC-DC,12.0,36.0,High Efficiency 2014 (Mark VI),Approved,2025-06-12,,Class 1,Available,,,240.0,100.0,12.0
129781,NETGEAR,2AED036FA,2AED036F,2020-06-12,,APS8216,"Australia,Fiji,New Zealand",China,AC-DC,12.0,36.0,High Efficiency 2014 (Mark VI),Approved,2025-06-12,,Class 1,Available,,,240.0,100.0,12.0
129781,NETGEAR,2AED036FC,2AED036F,2020-06-12,,APS8216,"Australia,Fiji,New Zealand",China,AC-DC,12.0,36.0,High Efficiency 2014 (Mark VI),Approved,2025-06-12,,Class 1,Available,,,240.0,100.0,12.0
129804,DELL,DA130PM130,,2020-06-15,,APS8222,"Australia,Fiji,New Zealand","China,Thailand",AC-DC,19.5,130.065,High Efficiency 2014 (Mark VI),Approved,2025-06-15,,Class 1,Available,,,240.0,100.0,19.5
129806,ASUS,ADP-120RH B,,2020-06-15,,APS8223,"Australia,Fiji,New Zealand","China,Thailand",AC-DC,19.0,120.08,High Efficiency 2014 (Mark VI),Approved,2025-06-15,,Class 1,Available,,,240.0,100.0,19.0
129815,ASUS,ADP-65GD B,,2020-06-15,,APS8217,"Australia,Fiji,New Zealand","China,Thailand",AC-DC,19.0,64.98,High Efficiency 2014 (Mark VI),Approved,2025-06-15,,Class 1,Available,,,240.0,100.0,19.0
129816,Dell Inc.,DA90PM111,,2020-06-15,,APS8224,"Australia,Fiji,New Zealand","China,Thailand",AC-DC,19.5,90.09,High Efficiency 2014 (Mark VI),Approved,2025-06-15,,Class 1,Available,,,240.0,100.0,19.5
129819,ASUS,ADP-90YD B,,2020-06-15,,APS8218,"Australia,Fiji,New Zealand","China,Thailand",AC-DC,19.0,90.06,High Efficiency 2014 (Mark VI),Approved,2025-06-15,,Class 1,Available,,,240.0,100.0,19.0
129820,Dell Inc.,GA240PE1-00,,2020-06-15,,APS8225,"Australia,Fiji,New Zealand","China,Thailand",AC-DC,19.5,239.85,High Efficiency 2014 (Mark VI),Approved,2025-06-15,,Class 1,Available,,,240.0,100.0,19.5
129828,CWT,2AAL090M,2AAL090M,2020-06-25,,APS8259,"Australia,Fiji,New Zealand",Taiwan,AC-DC,24.0,90.0,High Efficiency 2014 (Mark VI),Approved,2025-06-25,,Class 1,Available,,,240.0,100.0,24.0
129828,CWT,2ABP090M,2AAL090M,2020-06-25,,APS8259,"Australia,Fiji,New Zealand",Taiwan,AC-DC,24.0,90.0,High Efficiency 2014 (Mark VI),Approved,2025-06-25,,Class 1,Available,,,240.0,100.0,24.0
129828,NETGEAR,2AAL090M,2AAL090M,2020-06-25,,APS8259,"Australia,Fiji,New Zealand",Taiwan,AC-DC,24.0,90.0,High Efficiency 2014 (Mark VI),Approved,2025-06-25,,Class 1,Available,,,240.0,100.0,24.0
129828,NETGEAR,2ABP090M,2AAL090M,2020-06-25,,APS8259,"Australia,Fiji,New Zealand",Taiwan,AC-DC,24.0,90.0,High Efficiency 2014 (Mark VI),Approved,2025-06-25,,Class 1,Available,,,240.0,100.0,24.0
129828,D-Link,2AAL090M,2AAL090M,2020-06-25,,APS8259,"Australia,Fiji,New Zealand",Taiwan,AC-DC,24.0,90.0,High Efficiency 2014 (Mark VI),Approved,2025-06-25,,Class 1,Available,,,240.0,100.0,24.0
129828,D-Link,2ABP090M,2AAL090M,2020-06-25,,APS8259,"Australia,Fiji,New Zealand",Taiwan,AC-DC,24.0,90.0,High Efficiency 2014 (Mark VI),Approved,2025-06-25,,Class 1,Available,,,240.0,100.0,24.0
129829,CWT,2AAL090F,2AAL090F6,2020-06-25,,APS8264,"Australia,Fiji,New Zealand",Taiwan,AC-DC,12.0,90.0,High Efficiency 2014 (Mark VI),Approved,2025-06-25,,Class 1,Available,,,240.0,100.0,12.0
129829,CWT,2AAL090F6,2AAL090F6,2020-06-25,,APS8264,"Australia,Fiji,New Zealand",Taiwan,AC-DC,12.0,90.0,High Efficiency 2014 (Mark VI),Approved,2025-06-25,,Class 1,Available,,,240.0,100.0,12.0
129829,CWT,2ABP090F,2AAL090F6,2020-06-25,,APS8264,"Australia,Fiji,New Zealand",Taiwan,AC-DC,12.0,90.0,High Efficiency 2014 (Mark VI),Approved,2025-06-25,,Class 1,Available,,,240.0,100.0,12.0
129829,CWT,2ABP090F6,2AAL090F6,2020-06-25,,APS8264,"Australia,Fiji,New Zealand",Taiwan,AC-DC,12.0,90.0,High Efficiency 2014 (Mark VI),Approved,2025-06-25,,Class 1,Available,,,240.0,100.0,12.0
129829,NETGEAR,2AAL090F,2AAL090F6,2020-06-25,,APS8264,"Australia,Fiji,New Zealand",Taiwan,AC-DC,12.0,90.0,High Efficiency 2014 (Mark VI),Approved,2025-06-25,,Class 1,Available,,,240.0,100.0,12.0
129829,NETGEAR,2AAL090F6,2AAL090F6,2020-06-25,,APS8264,"Australia,Fiji,New Zealand",Taiwan,AC-DC,12.0,90.0,High Efficiency 2014 (Mark VI),Approved,2025-06-25,,Class 1,Available,,,240.0,100.0,12.0
129829,NETGEAR,2ABP090F,2AAL090F6,2020-06-25,,APS8264,"Australia,Fiji,New Zealand",Taiwan,AC-DC,12.0,90.0,High Efficiency 2014 (Mark VI),Approved,2025-06-25,,Class 1,Available,,,240.0,100.0,12.0
129829,NETGEAR,2ABP090F6,2AAL090F6,2020-06-25,,APS8264,"Australia,Fiji,New Zealand",Taiwan,AC-DC,12.0,90.0,High Efficiency 2014 (Mark VI),Approved,2025-06-25,,Class 1,Available,,,240.0,100.0,12.0
129829,D-Link,2AAL090F,2AAL090F6,2020-06-25,,APS8264,"Australia,Fiji,New Zealand",Taiwan,AC-DC,12.0,90.0,High Efficiency 2014 (Mark VI),Approved,2025-06-25,,Class 1,Available,,,240.0,100.0,12.0
129829,D-Link,2AAL090F6,2AAL090F6,2020-06-25,,APS8264,"Australia,Fiji,New Zealand",Taiwan,AC-DC,12.0,90.0,High Efficiency 2014 (Mark VI),Approved,2025-06-25,,Class 1,Available,,,240.0,100.0,12.0
129829,D-Link,2ABP090F,2AAL090F6,2020-06-25,,APS8264,"Australia,Fiji,New Zealand",Taiwan,AC-DC,12.0,90.0,High Efficiency 2014 (Mark VI),Approved,2025-06-25,,Class 1,Available,,,240.0,100.0,12.0
129829,D-Link,2ABP090F6,2AAL090F6,2020-06-25,,APS8264,"Australia,Fiji,New Zealand",Taiwan,AC-DC,12.0,90.0,High Efficiency 2014 (Mark VI),Approved,2025-06-25,,Class 1,Available,,,240.0,100.0,12.0
129833,Mass Power,E018-1N120150HA,,2020-06-15,,APS8219,"Australia,Fiji,New Zealand",China,AC-DC,12.0,18.0,High Efficiency 2014 (Mark VI),Approved,2025-06-15,,Class 1,Available,,,240.0,200.0,12.0
129845,VSFORMEN,C060007-AUE,,2020-06-16,,APS8226,"Australia,New Zealand",China,AC-DC,6.0,0.42,High Efficiency 2014 (Mark VI),Approved,2025-06-16,,Class 1,Available,,,240.0,100.0,6.0
129849,"Shenzhen Wentong Electronic Co., Ltd",WTA24-1202000-A,,2020-06-26,,APS8269,"Australia,Fiji,New Zealand",China,AC-DC,12.0,24.0,High Efficiency 2014 (Mark VI),Approved,2025-06-26,,Class 1,Unavailable,,,240.0,100.0,12.0
129858,SUNUN,SA12BV-050200S,,2020-06-17,,APS8231,"Australia,Fiji,New Zealand",China,AC-DC,5.0,10.0,High Efficiency 2014 (Mark VI),Approved,2025-06-17,,Class 1,Available,,,240.0,100.0,5.0
129877,TEN PAO,S003GS0600040,,2020-06-16,,APS8230,"Australia,Fiji,New Zealand",China,AC-DC,6.0,2.4,High Efficiency 2008 (Mark V),Approved,2025-06-16,,Class 1,Available,,http://www.tenpao.com,240.0,100.0,6.0
129895,ENG,6A-151DA05,Family,2020-06-16,,APS8229,"Australia,Fiji,New Zealand",China,AC-DC,12.0,12.0,High Efficiency 2014 (Mark VI),Approved,2025-12-14,,Class 1,Available,,,240.0,100.0,5.0
129895,ENG,6A-151DA06,Family,2020-06-16,,APS8229,"Australia,Fiji,New Zealand",China,AC-DC,12.0,12.0,High Efficiency 2014 (Mark VI),Approved,2025-12-14,,Class 1,Available,,,240.0,100.0,5.0
129895,ENG,6A-151DA12A,Family,2020-06-16,,APS8229,"Australia,Fiji,New Zealand",China,AC-DC,12.0,12.0,High Efficiency 2014 (Mark VI),Approved,2025-12-14,,Class 1,Available,,,240.0,100.0,5.0
129895,ENG,Family,Family,2020-06-16,,APS8229,"Australia,Fiji,New Zealand",China,AC-DC,12.0,12.0,High Efficiency 2014 (Mark VI),Approved,2025-12-14,,Class 1,Available,,,240.0,100.0,5.0
129915,ZBPOWER,E-Power 24SF,,2020-06-18,,APS8236,"Australia,Fiji,New Zealand",China,AC-DC,24.0,50.4,High Efficiency 2014 (Mark VI),Approved,2025-06-18,,Class 1,Available,,,240.0,100.0,24.0
129926,GRP,GRP-A290020-CA,,2020-06-17,,APS8232,"Australia,Fiji,New Zealand",China,AC-DC,29.0,58.0,High Efficiency 2014 (Mark VI),Approved,2025-06-17,,Class 1,Available,,,240.0,100.0,29.0
129948,SAMSUNG,PA-1400-96,,2020-06-18,,APS8233,"Australia,Fiji,New Zealand",China,AC-DC,19.0,39.9,High Efficiency 2014 (Mark VI),Approved,2025-12-07,,Class 1,Available,,,240.0,100.0,19.0
129951,rbd,SP2-A2,SP2-X2,2020-06-18,,APS8234,Australia,China,AC-DC,29.0,58.0,High Efficiency 2008 (Mark V),Approved,2025-06-18,,Class 1,Available,,,240.0,100.0,29.0
129951,rbd,SP2-B2,SP2-X2,2020-06-18,,APS8234,Australia,China,AC-DC,29.0,58.0,High Efficiency 2008 (Mark V),Approved,2025-06-18,,Class 1,Available,,,240.0,100.0,29.0
129951,rbd,SP2-X2,SP2-X2,2020-06-18,,APS8234,Australia,China,AC-DC,29.0,58.0,High Efficiency 2008 (Mark V),Approved,2025-06-18,,Class 1,Available,,,240.0,100.0,29.0
129951,DewertOkin GmbH,SP2-A2,SP2-X2,2020-06-18,,APS8234,Australia,China,AC-DC,29.0,58.0,High Efficiency 2008 (Mark V),Approved,2025-06-18,,Class 1,Available,,,240.0,100.0,29.0
129951,DewertOkin GmbH,SP2-B2,SP2-X2,2020-06-18,,APS8234,Australia,China,AC-DC,29.0,58.0,High Efficiency 2008 (Mark V),Approved,2025-06-18,,Class 1,Available,,,240.0,100.0,29.0
129951,DewertOkin GmbH,SP2-X2,SP2-X2,2020-06-18,,APS8234,Australia,China,AC-DC,29.0,58.0,High Efficiency 2008 (Mark V),Approved,2025-06-18,,Class 1,Available,,,240.0,100.0,29.0
129952,rbd,W75RA07-290030,W75RAXX-290030,2020-06-18,,APS8235,Australia,China,AC-DC,29.0,87.0,High Efficiency 2008 (Mark V),Approved,2025-06-18,,Class 1,Available,,,240.0,100.0,29.0
129952,rbd,W75RA71-290030,W75RAXX-290030,2020-06-18,,APS8235,Australia,China,AC-DC,29.0,87.0,High Efficiency 2008 (Mark V),Approved,2025-06-18,,Class 1,Available,,,240.0,100.0,29.0
129952,rbd,W75RAXX-290030,W75RAXX-290030,2020-06-18,,APS8235,Australia,China,AC-DC,29.0,87.0,High Efficiency 2008 (Mark V),Approved,2025-06-18,,Class 1,Available,,,240.0,100.0,29.0
129952,DewertOkin GmbH,W75RA07-290030,W75RAXX-290030,2020-06-18,,APS8235,Australia,China,AC-DC,29.0,87.0,High Efficiency 2008 (Mark V),Approved,2025-06-18,,Class 1,Available,,,240.0,100.0,29.0
129952,DewertOkin GmbH,W75RA71-290030,W75RAXX-290030,2020-06-18,,APS8235,Australia,China,AC-DC,29.0,87.0,High Efficiency 2008 (Mark V),Approved,2025-06-18,,Class 1,Available,,,240.0,100.0,29.0
129952,DewertOkin GmbH,W75RAXX-290030,W75RAXX-290030,2020-06-18,,APS8235,Australia,China,AC-DC,29.0,87.0,High Efficiency 2008 (Mark V),Approved,2025-06-18,,Class 1,Available,,,240.0,100.0,29.0
129965,FUJITSU LIMITED,ADP-80SB A,"ADP-80SB A, ADP-80SB B",2020-06-22,,APS8240,"Australia,Fiji,New Zealand","China,Thailand",AC-DC,19.0,80.18,High Efficiency 2014 (Mark VI),Approved,2025-06-22,,Class 1,Available,,,240.0,100.0,19.0
129965,FUJITSU LIMITED,"ADP-80SB A, ADP-80SB B","ADP-80SB A, ADP-80SB B",2020-06-22,,APS8240,"Australia,Fiji,New Zealand","China,Thailand",AC-DC,19.0,80.18,High Efficiency 2014 (Mark VI),Approved,2025-06-22,,Class 1,Available,,,240.0,100.0,19.0
129965,FUJITSU LIMITED,ADP-80SB B,"ADP-80SB A, ADP-80SB B",2020-06-22,,APS8240,"Australia,Fiji,New Zealand","China,Thailand",AC-DC,19.0,80.18,High Efficiency 2014 (Mark VI),Approved,2025-06-22,,Class 1,Available,,,240.0,100.0,19.0
130019,LENOVO,MC-105,MC-105,2020-07-01,,APS8285,"Australia,Fiji,New Zealand",China,AC-DC,5.0,10.0,High Efficiency 2014 (Mark VI),Approved,2025-07-01,,Class 1,Available,,,240.0,100.0,5.0
130019,MOTOROLA,MC-105,MC-105,2020-07-01,,APS8285,"Australia,Fiji,New Zealand",China,AC-DC,5.0,10.0,High Efficiency 2014 (Mark VI),Approved,2025-07-01,,Class 1,Available,,,240.0,100.0,5.0
130020,"Great-Tech Electronics Technology Co., Ltd.",GT15W265050AU,,2020-06-19,,APS8237,"Australia,Fiji,New Zealand",China,AC-DC,26.5,13.25,High Efficiency 2008 (Mark V),Approved,2025-06-19,,Class 1,Available,,,240.0,100.0,26.5
130023,Sunny,SYS1548-6012-T3,,2020-06-19,,APS8239,"Australia,Fiji,New Zealand",China,AC-DC,12.0,60.0,High Efficiency 2014 (Mark VI),Approved,2025-06-19,,Class 1,Unavailable,,,240.0,100.0,12.0
130028,FUJITSU LIMITED,ADP-65MD A,"ADP-65MD A, ADP-65MD B",2020-06-22,,APS8241,"Australia,Fiji,New Zealand","China,Thailand",AC-DC,19.0,64.98,High Efficiency 2014 (Mark VI),Approved,2025-06-22,,Class 1,Available,,,240.0,100.0,19.0
