ApplStandard,Brand,climate_class,Country,high_efficiency,Model No,Family Name,N-Standard,Sold_in,Submit_ID,SubmitStatus,Temp_Class,total_dis_area,total_energy_cons,type,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Type,Efficiency (kWh/24h/m²),Length,Climate Class,Depth,Cabinet Description,Total Energy Consumption(kWh/24h),Cabinet Type,Star Rating,Energy Efficiency Index,Width,Net Volume,Height,Duty Type,Product Class Number
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,Hussmann,3M1,"China,Australia",True,DM13 Series,DM13 Series,,"Australia,New Zealand",104952,Approved,M1,1.812,17.84,RS3 - Lit shelves (MEPS),2022-03-07,,Class 6,Available,http://www.hussmann.com/,,Remote,9.84547461368653,,,1097.0,,,,,,2448.0,,1320.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,Hussmann,3M1,"China,Australia",True,DO13-nOl-1,DM13 Series,,"Australia,New Zealand",104952,Approved,M1,1.812,17.84,RS3 - Lit shelves (MEPS),2022-03-07,,Class 6,Available,http://www.hussmann.com/,,Remote,9.84547461368653,,,1097.0,,,,,,2448.0,,1320.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,Hussmann,3M1,"China,Australia",True,DD13-4DE1-1 1.3m 2448,DD13 Series,,"Australia,New Zealand",104962,Approved,M1,1.212,8.17,RS6 - Fan coil (MEPS),2022-03-01,,Class 9,Available,http://www.hussmann.com/,,Remote,6.74092409240924,,,1097.0,,,,,,2448.0,,1320.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,Hussmann,3M1,"China,Australia",True,DD13-4DE2-1 1.3m 2448,DD13 Series,,"Australia,New Zealand",104962,Approved,M1,1.212,8.17,RS6 - Fan coil (MEPS),2022-03-01,,Class 9,Available,http://www.hussmann.com/,,Remote,6.74092409240924,,,1097.0,,,,,,2448.0,,1320.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,Hussmann,3M1,"China,Australia",True,DD13-4F1-1 1.3m 2448,DD13 Series,,"Australia,New Zealand",104962,Approved,M1,1.212,8.17,RS6 - Fan coil (MEPS),2022-03-01,,Class 9,Available,http://www.hussmann.com/,,Remote,6.74092409240924,,,1097.0,,,,,,2448.0,,1320.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,Hussmann,3M1,"China,Australia",True,DD13-4M1,DD13 Series,,"Australia,New Zealand",104962,Approved,M1,1.212,8.17,RS6 - Fan coil (MEPS),2022-03-01,,Class 9,Available,http://www.hussmann.com/,,Remote,6.74092409240924,,,1097.0,,,,,,2448.0,,1320.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,Hussmann,3M1,"China,Australia",True,DD13-4M1-1 1.3m 2448,DD13 Series,,"Australia,New Zealand",104962,Approved,M1,1.212,8.17,RS6 - Fan coil (MEPS),2022-03-01,,Class 9,Available,http://www.hussmann.com/,,Remote,6.74092409240924,,,1097.0,,,,,,2448.0,,1320.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,Hussmann,3M1,"China,Australia",True,DD13-4M1 1.3m 2448,DD13 Series,,"Australia,New Zealand",104962,Approved,M1,1.212,8.17,RS6 - Fan coil (MEPS),2022-03-01,,Class 9,Available,http://www.hussmann.com/,,Remote,6.74092409240924,,,1097.0,,,,,,2448.0,,1320.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,Hussmann,3M1,"China,Australia",True,DD13-nDE1-1,DD13 Series,,"Australia,New Zealand",104962,Approved,M1,1.212,8.17,RS6 - Fan coil (MEPS),2022-03-01,,Class 9,Available,http://www.hussmann.com/,,Remote,6.74092409240924,,,1097.0,,,,,,2448.0,,1320.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,Hussmann,3M1,"China,Australia",True,DD13-nDE2-1,DD13 Series,,"Australia,New Zealand",104962,Approved,M1,1.212,8.17,RS6 - Fan coil (MEPS),2022-03-01,,Class 9,Available,http://www.hussmann.com/,,Remote,6.74092409240924,,,1097.0,,,,,,2448.0,,1320.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,Hussmann,3M1,"China,Australia",True,DD13-nF1-1,DD13 Series,,"Australia,New Zealand",104962,Approved,M1,1.212,8.17,RS6 - Fan coil (MEPS),2022-03-01,,Class 9,Available,http://www.hussmann.com/,,Remote,6.74092409240924,,,1097.0,,,,,,2448.0,,1320.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,Hussmann,3M1,"China,Australia",True,DD13-nM1-1,DD13 Series,,"Australia,New Zealand",104962,Approved,M1,1.212,8.17,RS6 - Fan coil (MEPS),2022-03-01,,Class 9,Available,http://www.hussmann.com/,,Remote,6.74092409240924,,,1097.0,,,,,,2448.0,,1320.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,Hussmann,3M1,"China,Australia",True,DD13 Series,DD13 Series,,"Australia,New Zealand",104962,Approved,M1,1.212,8.17,RS6 - Fan coil (MEPS),2022-03-01,,Class 9,Available,http://www.hussmann.com/,,Remote,6.74092409240924,,,1097.0,,,,,,2448.0,,1320.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,HELLER,3M2,China,True,HSR1000,,AS 1731.14 Ament 2 dated 9 July 2012,Australia,105039,Approved,M2,0.809,8.515,VC4 (b) - Glass Door (MEPS),2022-02-23,,Class 29,Available,http://www.gafcontrol.com.au/,http://www.gafcontrol.com.au ,Self-contained,10.5253399258344,,,726.0,,,,,,1204.0,,1950.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,Husky Refrigerators Mfg Company Ltd,5M2,China,True,HUS C500,Husky Refrigerators,AS 1731.14 Ament 2 dated 9 July 2012,Australia,105041,Approved,M2,0.95,6.74,VC4 (b) - Glass Door (MEPS),2022-02-24,,Class 29,Available,http://www.husky-china.com/,http://www.husky-china.com/en/,Self-contained,7.09473684210526,,,690.0,,,,,,1000.0,,1998.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,Husky Refrigerators Mfg Company Ltd,5M2,China,True,HUS C800,Husky Refrigerators,AS 1731.14 Ament 2 dated 9 July 2012,Australia,105041,Approved,M2,0.95,6.74,VC4 (b) - Glass Door (MEPS),2022-02-24,,Class 29,Available,http://www.husky-china.com/,http://www.husky-china.com/en/,Self-contained,7.09473684210526,,,690.0,,,,,,1000.0,,1998.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,Husky Refrigerators Mfg Company Ltd,5M2,China,True,Husky Refrigerators,Husky Refrigerators,AS 1731.14 Ament 2 dated 9 July 2012,Australia,105041,Approved,M2,0.95,6.74,VC4 (b) - Glass Door (MEPS),2022-02-24,,Class 29,Available,http://www.husky-china.com/,http://www.husky-china.com/en/,Self-contained,7.09473684210526,,,690.0,,,,,,1000.0,,1998.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,Hussmann,3M1,"China,Australia",True,NC12,NC12,,"Australia,New Zealand",105061,Approved,M1,1.053,7.56,RS6 - Gravity coil (MEPS),2022-03-22,,Class 8,Available,http://www.hussmann.com/,,Remote,7.17948717948718,,,1180.0,,,,,,2448.0,,1200.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,Hussmann,3M1,"China,Australia",True,NC12W6F,NC12,,"Australia,New Zealand",105061,Approved,M1,1.053,7.56,RS6 - Gravity coil (MEPS),2022-03-22,,Class 8,Available,http://www.hussmann.com/,,Remote,7.17948717948718,,,1180.0,,,,,,2448.0,,1200.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,Hussmann,3M1,"China,Australia",True,NC12W6M,NC12,,"Australia,New Zealand",105061,Approved,M1,1.053,7.56,RS6 - Gravity coil (MEPS),2022-03-22,,Class 8,Available,http://www.hussmann.com/,,Remote,7.17948717948718,,,1180.0,,,,,,2448.0,,1200.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,Hussmann,3M1,"China,Australia",True,NC13W6F,NC12,,"Australia,New Zealand",105061,Approved,M1,1.053,7.56,RS6 - Gravity coil (MEPS),2022-03-22,,Class 8,Available,http://www.hussmann.com/,,Remote,7.17948717948718,,,1180.0,,,,,,2448.0,,1200.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,Hussmann,3M1,"China,Australia",True,NC13W6M,NC12,,"Australia,New Zealand",105061,Approved,M1,1.053,7.56,RS6 - Gravity coil (MEPS),2022-03-22,,Class 8,Available,http://www.hussmann.com/,,Remote,7.17948717948718,,,1180.0,,,,,,2448.0,,1200.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,Halo Refrigeration,"0H1,0S,3M1",China,True,Halo HR350,,AS 1731.14 Ament 2 dated 9 July 2012,Australia,105062,Approved,M1,0.51,3.431,VC4 (b) - Glass Door (MEPS),2022-02-23,,Class 29,Available,http://www.orford.com.au,http://halorefrigeration.com.au/,Self-contained,6.72745098039216,,,610.0,,,,,,620.0,,1950.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,Hussmann,3M1,"China,Australia",True,ND09W4CH,,,"Australia,New Zealand",105064,Approved,M1,1.917,8.1,RS6 - Fan coil (MEPS),2022-03-14,,Class 9,Available,http://www.hussmann.com/,,Remote,4.22535211267606,,,1180.0,,,,,,2448.0,,900.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,AUSTRAL,3M1,"China,Australia",True,ND12W4DE,,,New Zealand,105065,Approved,M1,1.121,6.86,RS6 - Fan coil (MEPS),2022-03-14,,Class 9,Available,http://www.hussmann.com/,,Remote,6.11953612845674,,,1180.0,,,,,,2448.0,,1200.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,SKIPIO,4M2,"South Korea,China",True,SBB-4G,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",105100,Approved,M2,1.125,11.945,VC4 (b) - Glass Door (MEPS),2022-06-27,,Class 29,Unavailable,http://www.skipio.com.au,https://skipio.com.au,Self-contained,10.6177777777778,,,626.0,,,,,,2620.0,,915.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,HUSKY,5M2,China,False,C1,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,105133,Approved,M2,0.25,3.4,VC4 (b) - Glass Door (MEPS),2117-02-22,,Class 29,Available,,http://www.husky-china.com,Self-contained,13.6,,,520.0,,,,,,555.0,,840.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,Frigo,4M1,China,True,FGTR120LS,,AS 1731.14 Ament 2 dated 9 July 2012,Australia,105149,Approved,M1,0.896,6.222,VC4 (b) - Glass Door (MEPS),2022-03-01,,Class 29,Available,,,Self-contained,6.94419642857143,,,550.0,,,,,,705.0,,680.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,ABSOLUTE CDS1000,3M2,China,True,CDS1000,,AS 1731.14 Ament 2 dated 9 July 2012,Australia,105173,Approved,M2,0.94,11.16,RS16 - Glass door (MEPS),2022-04-03,,Class 22,Available,http://iccold.cn,http://coldsolutions.com.au/product/two-door-drinks-fridge-buy,Self-contained,11.8723404255319,,,729.0,,,,,,1111.0,,2157.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,AHT,3L1,"United States of America,Brazil,China,Austria",True,KINLEY 210 XL (-),,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",105182,Approved,L1,1.22,14.35,VF4 (b) - Glass Door (MEPS),2022-03-01,,Class 33,Available,,http://www.aht.at,Self-contained,11.7622950819672,,,663.0,,,,,,2102.0,,2330.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,Hussmann,3M1,"China,Australia",True,DC13,DC13,,"Australia,New Zealand",105198,Approved,M1,0.947,7.03,RS6 - Gravity coil (MEPS),2022-03-07,,Class 8,Available,http://www.hussmann.com/,,Remote,7.42344244984161,,,1090.0,,,,,,2448.0,,1320.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,Hussmann,3M1,"China,Australia",True,DC13-4F-1 1.3m 2448,DC13,,"Australia,New Zealand",105198,Approved,M1,0.947,7.03,RS6 - Gravity coil (MEPS),2022-03-07,,Class 8,Available,http://www.hussmann.com/,,Remote,7.42344244984161,,,1090.0,,,,,,2448.0,,1320.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,Hussmann,3M1,"China,Australia",True,DC13-4M-1,DC13,,"Australia,New Zealand",105198,Approved,M1,0.947,7.03,RS6 - Gravity coil (MEPS),2022-03-07,,Class 8,Available,http://www.hussmann.com/,,Remote,7.42344244984161,,,1090.0,,,,,,2448.0,,1320.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,Hussmann,3M1,"China,Australia",True,DC13-4M-1 1.3m 2448,DC13,,"Australia,New Zealand",105198,Approved,M1,0.947,7.03,RS6 - Gravity coil (MEPS),2022-03-07,,Class 8,Available,http://www.hussmann.com/,,Remote,7.42344244984161,,,1090.0,,,,,,2448.0,,1320.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,Hussmann,3M1,"China,Australia",True,DC13-nF-1,DC13,,"Australia,New Zealand",105198,Approved,M1,0.947,7.03,RS6 - Gravity coil (MEPS),2022-03-07,,Class 8,Available,http://www.hussmann.com/,,Remote,7.42344244984161,,,1090.0,,,,,,2448.0,,1320.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,Hussmann,3M1,"China,Australia",True,DC13-nM-1,DC13,,"Australia,New Zealand",105198,Approved,M1,0.947,7.03,RS6 - Gravity coil (MEPS),2022-03-07,,Class 8,Available,http://www.hussmann.com/,,Remote,7.42344244984161,,,1090.0,,,,,,2448.0,,1320.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,EPTA,3M1,China,True,Rock L 22 LFG HP 375,,,Australia,105284,Approved,M1,7.8,47.54,RS1 - Unlit shelves (MEPS),2022-07-04,,Class 1,Available,http://ajbaker.com.au,http://www.ajbaker.com.au,Remote,6.09487179487179,,,1050.0,,,,,,3750.0,,2260.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,AUSTRAL,3M1,"China,Australia",True,KJ09W4CH,KJ09W4X,,"Australia,New Zealand",105288,Approved,M1,5.918,17.63,RS7 - Fan coil (MEPS),2022-03-21,,Class 10,Available,http://www.hussmann.com/,,Remote,2.9790469753295,,,1840.0,,,,,,3750.0,,995.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,AUSTRAL,3M1,"China,Australia",True,KJ09W4M,KJ09W4X,,"Australia,New Zealand",105288,Approved,M1,5.918,17.63,RS7 - Fan coil (MEPS),2022-03-21,,Class 10,Available,http://www.hussmann.com/,,Remote,2.9790469753295,,,1840.0,,,,,,3750.0,,995.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,AUSTRAL,3M1,"China,Australia",True,KJ09W4X,KJ09W4X,,"Australia,New Zealand",105288,Approved,M1,5.918,17.63,RS7 - Fan coil (MEPS),2022-03-21,,Class 10,Available,http://www.hussmann.com/,,Remote,2.9790469753295,,,1840.0,,,,,,3750.0,,995.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,EPTA,"3M1,3M2",China,True,Stone N 15 375,,,Australia,105292,Approved,M1,5.33,56.73,RS3 - Lit shelves (MEPS),2022-02-27,,Class 6,Available,http://ajbaker.com.au,http://www.ajbaker.com.au,Remote,10.6435272045028,,,855.0,,,,,,3750.0,,1500.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,BONNET NEVE,"3M1,3M2","France,Italy",True,Maxima Mod LC R 375,Maxima Mod LC R 375,,Australia,105293,Approved,M1,2.16,10.68,RS8 - Fan coil (MEPS),2022-07-04,,Class 12,Available,http://ajbaker.com.au,http://www.ajbaker.com.au,Remote,4.94444444444444,,,1080.0,,,,,,3750.0,,1200.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,BONNET NEVE,"3M1,3M2","France,Italy",True,XC0076019,Maxima Mod LC R 375,,Australia,105293,Approved,M1,2.16,10.68,RS8 - Fan coil (MEPS),2022-07-04,,Class 12,Available,http://ajbaker.com.au,http://www.ajbaker.com.au,Remote,4.94444444444444,,,1080.0,,,,,,3750.0,,1200.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SKOPE,3M1,New Zealand,True,SKT650-A,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,105300,Approved,M1,0.733,3.1,VC4 (b) - Glass Door (MEPS),2117-03-08,,Class 29,Available,http://www.skope.co.nz/,http://www.skope.co.nz,Self-contained,4.22919508867667,,,745.0,,,,,,740.0,,2200.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SKOPE,3M1,New Zealand,True,SKT1000-A,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",105301,Approved,M1,1.055,4.65,VC4 (b) - Glass Door (MEPS),2117-03-08,,Class 29,Available,http://www.skope.co.nz/,http://www.skope.co.nz,Self-contained,4.40758293838863,,,745.0,,,,,,1130.0,,2200.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SKOPE,3M1,New Zealand,True,SKB600-A,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",105302,Approved,M1,0.701,3.05,VC4 (b) - Glass Door (MEPS),2117-03-08,,Class 29,Available,http://www.skope.co.nz/,http://www.skope.co.nz,Self-contained,4.3509272467903,,,795.0,,,,,,740.0,,2005.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SKOPE,3M1,New Zealand,True,SKB1200-A,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",105303,Approved,M1,1.18,4.55,VC4 (b) - Glass Door (MEPS),2117-03-08,,Class 29,Available,http://www.skope.co.nz/,http://www.skope.co.nz,Self-contained,3.85593220338983,,,795.0,,,,,,1280.0,,2005.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SKOPE,3M1,New Zealand,True,SKB900-A,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",105304,Approved,M1,0.983,3.97,VC4 (b) - Glass Door (MEPS),2117-03-08,,Class 33,Available,http://www.skope.co.nz/,http://www.skope.co.nz,Self-contained,4.03865717192269,,,795.0,,,,,,1085.0,,2005.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SKOPE,3M1,New Zealand,True,SKB900-AC,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",105305,Approved,M1,0.983,4.22,VC4 (b) - Glass Door (MEPS),2117-03-08,,Class 29,Available,http://www.skope.co.nz/,http://www.skope.co.nz,Self-contained,4.29298067141404,,,795.0,,,,,,1085.0,,2195.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SKOPE,3M1,China,True,TME1500-A,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",105306,Approved,M1,1.632,8.07,VC4 (b) - Glass Door (MEPS),2117-03-08,,Class 33,Available,http://www.skope.co.nz/,http://www.skope.co.nz,Self-contained,4.94485294117647,,,745.0,,,,,,1705.0,,2200.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SKOPE,3M1,China,True,BME1500-A,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",105307,Approved,M1,1.518,6.633,VC4 (b) - Glass Door (MEPS),2117-03-08,,Class 33,Available,http://www.skope.co.nz/,http://www.skope.co.nz,Self-contained,4.3695652173913,,,795.0,,,,,,1640.0,,2005.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SKOPE,3M1,China,True,TME1500-AC,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",105308,Approved,M1,1.632,8.4,VC4 (b) - Glass Door (MEPS),2117-03-08,,Class 29,Unavailable,http://www.skope.co.nz/,http://www.skope.co.nz,Self-contained,5.14705882352941,,,745.0,,,,,,1705.0,,2200.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SKOPE,3M1,China,True,BME1500-AC,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",105309,Approved,M1,1.518,6.96,VC4 (b) - Glass Door (MEPS),2117-03-08,,Class 29,Available,http://www.skope.co.nz/,http://www.skope.co.nz,Self-contained,4.58498023715415,,,795.0,,,,,,1640.0,,2195.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,BERJAYA,3L1,Malaysia,False,3D-DF,Display Freezer,AS 1731.14 Ament 2 dated 9 July 2012,Australia,105317,Approved,L1,1.62,38.3,VF4 (b) - Glass Door (MEPS),2022-03-22,,Class 33,Available,http://www.berjayasteel.com/,http://www.berjayasteel.com,,23.641975308642,,,760.0,,,,,,1880.0,,2060.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,BERJAYA,3L1,Malaysia,False,3D/DF-S-QT,Display Freezer,AS 1731.14 Ament 2 dated 9 July 2012,Australia,105317,Approved,L1,1.62,38.3,VF4 (b) - Glass Door (MEPS),2022-03-22,,Class 33,Available,http://www.berjayasteel.com/,http://www.berjayasteel.com,,23.641975308642,,,760.0,,,,,,1880.0,,2060.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,BERJAYA,3L1,Malaysia,False,CH-3MF,Display Freezer,AS 1731.14 Ament 2 dated 9 July 2012,Australia,105317,Approved,L1,1.62,38.3,VF4 (b) - Glass Door (MEPS),2022-03-22,,Class 33,Available,http://www.berjayasteel.com/,http://www.berjayasteel.com,,23.641975308642,,,760.0,,,,,,1880.0,,2060.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,BERJAYA,3L1,Malaysia,False,Display Freezer,Display Freezer,AS 1731.14 Ament 2 dated 9 July 2012,Australia,105317,Approved,L1,1.62,38.3,VF4 (b) - Glass Door (MEPS),2022-03-22,,Class 33,Available,http://www.berjayasteel.com/,http://www.berjayasteel.com,,23.641975308642,,,760.0,,,,,,1880.0,,2060.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,Arneg,3M1,South Korea,True,LISBONA K SV500 250 23050,,,"Australia,New Zealand",105358,Approved,M1,2.7,32.63,RS3 - Lit shelves (MEPS),2022-03-07,,Class 6,Available,http://www.arneg.com.au/,,Remote,12.0851851851852,,,970.0,,,,,,2500.0,,1480.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,AUSTRAL,3M1,"China,Australia",True,XD09W4CH,,,"Australia,New Zealand",105360,Approved,M1,1.917,8.1,RS6 - Fan coil (MEPS),2022-03-14,,Class 9,Available,http://www.hussmann.com/,,Remote,4.22535211267606,,,1180.0,,,,,,2448.0,,900.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,De-Rigo,3L1,Italy,False,Sumatra 1970 L1,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,105734,Approved,L1,5.81,63.8,RS13 - Glass sided (MEPS),2117-03-16,,Class 18,Available,,,Remote,10.9810671256454,,,1970.0,,,,,,3750.0,,930.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SKOPE,3M1,New Zealand,True,SKB600-AC,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",105811,Approved,M1,0.701,3.106,VC4 (b) - Glass Door (MEPS),2117-03-23,,Class 29,Unavailable,http://www.skope.co.nz/,http://www.skope.co.nz,Self-contained,4.43081312410842,,,795.0,,,,,,740.0,,2195.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SKOPE,3M1,New Zealand,True,SKT650-AC,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",105812,Approved,M1,0.733,3.25,VC4 (b) - Glass Door (MEPS),2117-03-23,,Class 29,Unavailable,http://www.skope.co.nz/,http://www.skope.co.nz,Self-contained,4.43383356070941,,,745.0,,,,,,740.0,,2200.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SKOPE,3M1,New Zealand,True,SKB1200-AC,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",105813,Approved,M1,1.178,4.9,VC4 (b) - Glass Door (MEPS),2117-03-23,,Class 29,Unavailable,http://www.skope.co.nz/,http://www.skope.co.nz,Self-contained,4.15959252971138,,,195.0,,,,,,1280.0,,2195.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SKOPE,3M1,New Zealand,True,SKT1000-AC,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",105817,Approved,M1,1.055,5.022,VC4 (b) - Glass Door (MEPS),2117-03-23,,Class 29,Unavailable,http://www.skope.co.nz/,http://www.skope.co.nz,Self-contained,4.76018957345972,,,745.0,,,,,,1130.0,,2200.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SKOPE,3M1,New Zealand,True,SKT1000-3C,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",105819,Approved,M1,1.055,5.022,VC4 (b) - Glass Door (MEPS),2117-03-23,,Class 29,Unavailable,http://www.skope.co.nz/,http://www.skope.co.nz,Self-contained,4.76018957345972,,,745.0,,,,,,1130.0,,2200.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SKOPE,3M1,New Zealand,True,SKT650-3C,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",105840,Approved,M1,0.733,3.25,VC4 (b) - Glass Door (MEPS),2117-03-23,,Class 29,Unavailable,http://www.skope.co.nz/,http://www.skope.co.nz,Self-contained,4.43383356070941,,,745.0,,,,,,740.0,,2200.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,SKOPE,3M1,New Zealand,True,SKT1500-3C,,AS 1731.14 Ament 2 dated 9 July 2012,"Australia,New Zealand",105844,Approved,M1,1.632,7.49,VC4 (b) - Glass Door (MEPS),2117-03-23,,Class 29,Unavailable,http://www.skope.co.nz/,http://www.skope.co.nz,Self-contained,4.58946078431373,,,745.0,,,,,,1705.0,,2200.0,,
Greenhouse and Energy Minimum Standards (Refrigerated Display Cabinets) Determination 2012,ICS PACIFIC,3H1,China,True,ICS PACIFIC Siena,,AS 1731.14 Ament 2 dated 9 July 2012,Australia,105896,Approved,M2,0.78,2.7,VC4 (b) - Glass Door (MEPS),2022-04-11,,Class 29,Available,,http://www.icspacific.com.au,Self-contained,3.46153846153846,,,575.0,,,,,,875.0,,677.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,De-Rigo,3L1,Italy,False,Timor 5P,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,105933,Approved,L1,4.22,105.21,RS14 - Glass sided (MEPS),2117-03-16,,Class 20,Available,,,Remote,24.9312796208531,,,940.0,,,,,,3905.0,,2040.0,,
AS 1731.14:2003 - amendment 2 dated 9 July 2012,De-Rigo,3M2,Italy,False,Euro Boavista 3M2 P1130 / 2500,,AS 1731.14 Ament 2 dated 9 July 2012,New Zealand,105978,Approved,N/A,5.16,45.01,RS6 - Fan coil (MEPS),2117-03-16,,Class 9,Available,,,Remote,8.72286821705426,,,1130.0,,,,,,2500.0,,2040.0,,
